"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ACRV1",3.41688332510116,0.177538305515827,0.519173000949257,0.34196367143749,0.73237823188429,0.86008530493004,"ACRV1"
"ACSBG1",28.7914365886273,0.416585816014332,0.283687363456722,1.46846800272753,0.141977141581276,0.311277572881053,"ACSBG1"
"ACSBG2",14.4653983389694,0.105881602381308,0.267801093091796,0.395374048548091,0.692566858444148,0.835913715136481,"ACSBG2"
"ACSF2",122.806964899199,-0.368335272250549,0.158227114376425,-2.3278897153763,0.0199179605035016,0.0738807509036192,"ACSF2"
"ACSF3",125.161545549011,-0.322223735472234,0.125644125161179,-2.56457462741595,0.0103302361947051,0.0441257213470663,"ACSF3"
"ACSL1",1278.49503356384,-1.57785644238067,0.166841817730701,-9.45720002240374,3.16299322107439e-21,6.96658346002615e-19,"ACSL1"
"ACSL3",540.82511976293,-0.198286769257586,0.127289239714032,-1.55776536730879,0.119288878572059,0.275233412546393,"ACSL3"
"ACSL4",1193.83562113599,-0.334876541729497,0.182561300188554,-1.83432382100493,0.0666059401876675,0.181783652738368,"ACSL4"
"ACSL5",806.085923848659,-0.489404327353444,0.126701949925615,-3.86264242689844,0.000112167129822611,0.00106879489888656,"ACSL5"
"ACSL6",24.9355473590175,0.0767119547119893,0.259467444992309,0.295651559347891,0.767496194153139,0.881831302239798,"ACSL6"
"ACSM1",15.4954274072548,-0.0116695568791827,0.278053497521628,-0.0419687469612751,0.96652361246776,0.983412941262305,"ACSM1"
"ACSM2A",4.55366572196835,0.134243896224436,0.620270184477324,0.216428097922453,0.828654066265905,0.914867734963412,"ACSM2A"
"ACSM2B",4.01349106995489,0.0621943894537411,0.554210037465433,0.112221694392571,0.910647628182555,0.956259855942247,"ACSM2B"
"ACSM3",135.927678782067,-0.967802505995783,0.182351578177955,-5.30734373492132,1.1123429427184e-07,2.37212768113607e-06,"ACSM3"
"ACSM4",5.65454391010049,0.194818858634837,0.475543176687502,0.409676488246325,0.682043279637662,0.829113323886118,"ACSM4"
"ACSM5",38.5207702243552,-0.887895222513063,0.214316070933386,-4.14292413371575,3.42905405747175e-05,0.000381798569722682,"ACSM5"
"ACSS1",163.793553208876,-0.314919831099788,0.127562028619065,-2.46875841117442,0.0135582719355906,0.0545462118055402,"ACSS1"
"ACSS2",400.264805965788,-0.485487265711306,0.101538773171959,-4.78129930611941,1.74165824010422e-06,2.72215784640106e-05,"ACSS2"
"ACSS3",125.245239061507,-0.124726582929156,0.152314273003353,-0.818876527260252,0.412856863296282,0.622240303168425,"ACSS3"
"ACTA1",5.87865061958473,-0.624460372311985,0.545238216242897,-1.14529824526056,0.252085632623158,0.457160728392828,"ACTA1"
"ACTA2",10192.2626950515,1.36871364157219,0.251911243082224,5.43331700810765,5.53160076915484e-08,1.26186349926839e-06,"ACTA2"
"ACTB",63966.6358034057,0.40192474645461,0.167324118501012,2.4020729949471,0.0163024550034658,0.0632570079917092,"ACTB"
"ACTBL2",15.3805728579077,-0.0159444019612311,0.403505270748898,-0.0395147303321183,0.968480009582352,0.98451002353406,"ACTBL2"
"ACTC1",13.6884722917043,1.57236901738321,0.48632448434943,3.23316852838822,0.00122425317478681,0.00797505824759034,"ACTC1"
"ACTG1",20960.8036132659,0.469628863556332,0.150686529106039,3.11659486977666,0.00182952803529924,0.0110208790356504,"ACTG1"
"ACTG1P4",5.92552316601088,-0.237057420235384,0.356547566983653,-0.664868988564021,0.506134292347324,0.701539372165935,"ACTG1P4"
"ACTG2",3280.0984357287,1.48977706868819,0.305295830257042,4.87978190672922,1.06203217376849e-06,1.77116279493052e-05,"ACTG2"
"ACTL10",2.45492757359313,0.678267312015872,0.584088545411084,1.16124056419991,0.245544082728632,0.449390230491505,"ACTL10"
"ACTL6A",431.313847317217,-0.0317480711324369,0.0892508729151899,-0.355717205842965,0.722052358363439,0.854707097338145,"ACTL6A"
"ACTL6B",2.87669457593637,0.877618332997226,0.831560696771655,1.05538698065503,0.291248374834884,0.502143602713116,"ACTL6B"
"ACTL7A",1.84416236500221,-0.166926271806335,0.631521210992968,-0.264324093792305,0.79153019612513,NA,"ACTL7A"
