Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1069"	"ZNF680"	"898.3"	"ARCHS4 Coexpression,1563;Enrichr Queries,854;GTEx Coexpression,278"	"GPM6A,PCDH9,FAM107A,CDCA7"
"gene_set_query"	"1070"	"ZNF610"	"898.3"	"ARCHS4 Coexpression,713;Enrichr Queries,945;GTEx Coexpression,1037"	"PCDH9,GSTA4"
"gene_set_query"	"1071"	"ZNF763"	"898.7"	"ARCHS4 Coexpression,856;Enrichr Queries,479;GTEx Coexpression,1361"	"PCDH9,GSTA4,ZBTB16"
"gene_set_query"	"1072"	"ZNF425"	"900.7"	"ARCHS4 Coexpression,610;Enrichr Queries,1269;GTEx Coexpression,823"	"ACOXL,CAP2"
"gene_set_query"	"1073"	"ZNF823"	"901.7"	"ARCHS4 Coexpression,1550;Enrichr Queries,640;GTEx Coexpression,515"	"GJB2,GSTA4,FHL2,HES2"
"gene_set_query"	"1074"	"ZNF595"	"902.0"	"ARCHS4 Coexpression,1400;Enrichr Queries,404"	"LAMP3,F13A1,CCR7"
"gene_set_query"	"1075"	"ZNF396"	"902.3"	"ARCHS4 Coexpression,1423;Enrichr Queries,463;GTEx Coexpression,821"	"GSTA4,IL1R2,CTSK,FMO5"
"gene_set_query"	"1076"	"ZNF646"	"903.7"	"ARCHS4 Coexpression,1085;Enrichr Queries,569;GTEx Coexpression,1057"	"ZBTB16,MAPT"
"gene_set_query"	"1077"	"PBX2"	"905.3"	"ARCHS4 Coexpression,1069;Enrichr Queries,1042;ReMap ChIP-seq,259;GTEx Coexpression,1251"	"PRR15L"
"gene_set_query"	"1078"	"HOXC4"	"905.7"	"ARCHS4 Coexpression,799;Enrichr Queries,348;GTEx Coexpression,1570"	"TFAP2A,ZBTB16,FHL2,BMP7"
"gene_set_query"	"1079"	"ZNF576"	"906.0"	"ARCHS4 Coexpression,1112;Enrichr Queries,1193;GTEx Coexpression,413"	"SYT12,MAPT"
"gene_set_query"	"1080"	"KLF11"	"907.0"	"ARCHS4 Coexpression,1025;Enrichr Queries,708;GTEx Coexpression,988"	"ZBTB16"
"gene_set_query"	"1081"	"ZNF766"	"909.0"	"ARCHS4 Coexpression,1345;Enrichr Queries,1143;ReMap ChIP-seq,65;GTEx Coexpression,1083"	"HS3ST3A1,ITGA10,USP44,CCR7"
"gene_set_query"	"1082"	"ZNF30"	"909.3"	"ARCHS4 Coexpression,669;Enrichr Queries,944;GTEx Coexpression,1115"	"GSTA4,CDCA7"
"gene_set_query"	"1083"	"ZNF568"	"909.7"	"ARCHS4 Coexpression,995;Enrichr Queries,789;GTEx Coexpression,945"	"PCDH9"
"gene_set_query"	"1084"	"DMRTC2"	"910.3"	"ARCHS4 Coexpression,1036;Enrichr Queries,534;GTEx Coexpression,1161"	"ZBTB16,CA4"
"gene_set_query"	"1085"	"ZNF461"	"910.3"	"ARCHS4 Coexpression,766;Enrichr Queries,764;GTEx Coexpression,1201"	"PCDH9,HES2"
"gene_set_query"	"1086"	"KMT2A"	"911.0"	"ARCHS4 Coexpression,1182;ReMap ChIP-seq,238;GTEx Coexpression,1313"	"RORB"
"gene_set_query"	"1087"	"ZNF454"	"911.0"	"ARCHS4 Coexpression,915;Enrichr Queries,486;GTEx Coexpression,1332"	"TENM4,GSTA4,ITGA11,PLXNA4"
"gene_set_query"	"1088"	"ZNF675"	"911.0"	"ARCHS4 Coexpression,1298;Enrichr Queries,1148;GTEx Coexpression,287"	"TFAP2A,ALDH3B2,CDCA7"
"gene_set_query"	"1089"	"NACC2"	"912.5"	"ARCHS4 Coexpression,1592;GTEx Coexpression,233"	"PCDH9,FAM107A,AMZ1"
"gene_set_query"	"1090"	"ZNF532"	"913.0"	"ARCHS4 Coexpression,418;Enrichr Queries,1330;GTEx Coexpression,991"	"TENM4,TUBB3"
"gene_set_query"	"1091"	"E4F1"	"913.5"	"Literature ChIP-seq,163;ARCHS4 Coexpression,948;Enrichr Queries,971;GTEx Coexpression,1572"	"TFAP2A"
"gene_set_query"	"1092"	"HIVEP1"	"914.3"	"ARCHS4 Coexpression,659;Enrichr Queries,1195;GTEx Coexpression,889"	"TRAF1"
"gene_set_query"	"1093"	"ZNF688"	"915.7"	"ARCHS4 Coexpression,938;Enrichr Queries,650;GTEx Coexpression,1159"	"SYT12,SLC39A8"
"gene_set_query"	"1094"	"CPXCR1"	"915.7"	"ARCHS4 Coexpression,814;Enrichr Queries,372;GTEx Coexpression,1561"	"CDH6,SLCO4C1,IL13RA2,GRIA3"
"gene_set_query"	"1095"	"ZNF683"	"916.0"	"ARCHS4 Coexpression,1109;Enrichr Queries,95;GTEx Coexpression,1544"	"CXCL9,LAMP3,IL1R2,FCRL3,CCR7,ITGB7"
"gene_set_query"	"1096"	"ZNF526"	"916.0"	"ARCHS4 Coexpression,516;Enrichr Queries,976;GTEx Coexpression,1256"	"ACOXL"
"gene_set_query"	"1097"	"CENPA"	"916.0"	"ARCHS4 Coexpression,1073;GTEx Coexpression,759"	"CDCA7"
"gene_set_query"	"1098"	"ZNF782"	"916.3"	"ARCHS4 Coexpression,624;Enrichr Queries,729;GTEx Coexpression,1396"	"ZBTB16,SYT16"
"gene_set_query"	"1099"	"E2F3"	"917.0"	"ARCHS4 Coexpression,1000;Enrichr Queries,736;GTEx Coexpression,1015"	"CDCA7"
"gene_set_query"	"1100"	"ZNF503"	"917.3"	"ARCHS4 Coexpression,854;Enrichr Queries,551;GTEx Coexpression,1347"	"MFAP4,HS3ST3A1,LUM"
"gene_set_query"	"1101"	"IRF3"	"918.4"	"ARCHS4 Coexpression,1435;ENCODE ChIP-seq,106;Enrichr Queries,1271;ReMap ChIP-seq,225;GTEx Coexpression,1555"	"PRR15L,CDCA7"
"gene_set_query"	"1102"	"SNAPC4"	"918.5"	"ARCHS4 Coexpression,1251;Enrichr Queries,1309;ReMap ChIP-seq,107;GTEx Coexpression,1007"	"GSTA4,PRELP,TNS4,AMZ1,KRT6A"
"gene_set_query"	"1103"	"CREB5"	"918.7"	"ARCHS4 Coexpression,415;Enrichr Queries,1374;GTEx Coexpression,967"	"LRRK2,PRG4"
"gene_set_query"	"1104"	"PRDM15"	"919.0"	"ARCHS4 Coexpression,1369;Enrichr Queries,938;GTEx Coexpression,450"	"PCDH9,ZBTB16,ITGB7"
"gene_set_query"	"1105"	"ZNF101"	"919.0"	"ARCHS4 Coexpression,1316;Enrichr Queries,499;GTEx Coexpression,942"	"LAMP3,CCR7"
"gene_set_query"	"1106"	"ZBTB2"	"920.0"	"ARCHS4 Coexpression,617;Enrichr Queries,1256;GTEx Coexpression,887"	"MAPT"
"gene_set_query"	"1107"	"ZNF44"	"921.3"	"ARCHS4 Coexpression,1302;Enrichr Queries,1053;GTEx Coexpression,409"	"PCDH9,GRIA3"
"gene_set_query"	"1108"	"OVOL3"	"921.5"	"ARCHS4 Coexpression,639;GTEx Coexpression,1204"	"BMP7"
"gene_set_query"	"1109"	"ZNF324"	"921.7"	"ARCHS4 Coexpression,672;Enrichr Queries,984;GTEx Coexpression,1109"	"TFAP2A"
"gene_set_query"	"1110"	"THAP9"	"923.0"	"ARCHS4 Coexpression,560;Enrichr Queries,711;GTEx Coexpression,1498"	"USP44,CDCA7"
"gene_set_query"	"1111"	"CEBPG"	"923.5"	"ARCHS4 Coexpression,1234;Enrichr Queries,1363;ReMap ChIP-seq,15;GTEx Coexpression,1082"	"TFAP2A,CYP24A1,DOK5,MB,CTSK,FHL2,BMP7,CXCL5,TRIM55,CAP2"
"gene_set_query"	"1112"	"TIGD3"	"924.7"	"ARCHS4 Coexpression,1044;Enrichr Queries,483;GTEx Coexpression,1247"	"TUBB3,ZBTB16,CDCA7"
"gene_set_query"	"1113"	"ZNF562"	"924.7"	"ARCHS4 Coexpression,1342;Enrichr Queries,1118;GTEx Coexpression,314"	"GJB2,HES2,KRT6A"
"gene_set_query"	"1114"	"PRDM10"	"925.7"	"ARCHS4 Coexpression,664;Enrichr Queries,894;GTEx Coexpression,1219"	"TENM4,USP44"
"gene_set_query"	"1115"	"ZNF287"	"926.0"	"ARCHS4 Coexpression,225;Enrichr Queries,1175;GTEx Coexpression,1378"	"GSTA4,TUBB3,TAGLN3"
"gene_set_query"	"1116"	"PCGF6"	"926.0"	"ARCHS4 Coexpression,704;Enrichr Queries,920;GTEx Coexpression,1154"	"CDCA7,KCNA3"
"gene_set_query"	"1117"	"ZNF169"	"926.0"	"ARCHS4 Coexpression,1252;Enrichr Queries,696;GTEx Coexpression,830"	"FHL2,TRAF1"
"gene_set_query"	"1118"	"ZNF3"	"926.0"	"ARCHS4 Coexpression,1202;Enrichr Queries,1178;GTEx Coexpression,398"	"TAGLN3,GRIA3"
"gene_set_query"	"1119"	"ZBTB10"	"927.3"	"ARCHS4 Coexpression,1348;Enrichr Queries,798;GTEx Coexpression,636"	"MFAP4,ZBTB16"
"gene_set_query"	"1120"	"ZNF672"	"927.3"	"ARCHS4 Coexpression,1141;Enrichr Queries,1273;GTEx Coexpression,368"	"MB,PEBP4"
"gene_set_query"	"1121"	"HSF4"	"928.0"	"ARCHS4 Coexpression,580;Enrichr Queries,621;GTEx Coexpression,1583"	"LGI4,ZBTB16,MAPT"
"gene_set_query"	"1122"	"STAT5B"	"928.3"	"ARCHS4 Coexpression,1476;Enrichr Queries,924;ReMap ChIP-seq,191;GTEx Coexpression,1122"	"ZBTB16,CHI3L2,CCR7,ITGB7"
"gene_set_query"	"1123"	"ZNF226"	"928.7"	"ARCHS4 Coexpression,537;Enrichr Queries,934;GTEx Coexpression,1315"	"GSTA4,CTSK"
"gene_set_query"	"1124"	"HSF5"	"929.0"	"ARCHS4 Coexpression,1098;Enrichr Queries,131;GTEx Coexpression,1558"	"TENM4,ZBTB16,USP44,CA4,KCNA3,CCR7"
"gene_set_query"	"1125"	"TTF1"	"929.0"	"ARCHS4 Coexpression,691;GTEx Coexpression,1167"	"USP44"
"gene_set_query"	"1126"	"FOXK2"	"931.0"	"ARCHS4 Coexpression,1198;Enrichr Queries,986;ReMap ChIP-seq,278;GTEx Coexpression,1262"	""
"gene_set_query"	"1127"	"SCML4"	"931.7"	"ARCHS4 Coexpression,1360;Enrichr Queries,643;GTEx Coexpression,792"	"KCNA3,CCR7,ITGB7"
"gene_set_query"	"1128"	"ARHGAP35"	"932.5"	"ARCHS4 Coexpression,1276;GTEx Coexpression,589"	"SYT16"
"gene_set_query"	"1129"	"ZBTB41"	"934.7"	"ARCHS4 Coexpression,578;Enrichr Queries,1119;GTEx Coexpression,1107"	"GSTA4"
"gene_set_query"	"1130"	"NR1D2"	"935.0"	"ARCHS4 Coexpression,1228;Enrichr Queries,709;GTEx Coexpression,868"	"ZBTB16,MAPT"
"gene_set_query"	"1131"	"IRF2"	"935.5"	"ARCHS4 Coexpression,1197;Enrichr Queries,1039;ReMap ChIP-seq,282;GTEx Coexpression,1224"	""
"gene_set_query"	"1132"	"ZNF671"	"935.7"	"ARCHS4 Coexpression,1145;Enrichr Queries,615;GTEx Coexpression,1047"	"PCDH9,LAMP3"
"gene_set_query"	"1133"	"GATAD2B"	"936.0"	"ARCHS4 Coexpression,1053;Enrichr Queries,1014;GTEx Coexpression,741"	"KCNA3"
"gene_set_query"	"1134"	"PRDM2"	"936.3"	"ARCHS4 Coexpression,808;Enrichr Queries,1082;GTEx Coexpression,919"	"FCRL3"
"gene_set_query"	"1135"	"PLAGL2"	"937.3"	"ARCHS4 Coexpression,827;Enrichr Queries,964;GTEx Coexpression,1021"	"TRAF1"
"gene_set_query"	"1136"	"ZBTB39"	"938.0"	"ARCHS4 Coexpression,798;Enrichr Queries,904;GTEx Coexpression,1112"	"ZBTB16,USP44"
"gene_set_query"	"1137"	"ZFP62"	"939.7"	"ARCHS4 Coexpression,566;Enrichr Queries,1244;GTEx Coexpression,1009"	"GSTA4"
"gene_set_query"	"1138"	"ZNF677"	"940.3"	"ARCHS4 Coexpression,981;Enrichr Queries,365;GTEx Coexpression,1475"	"PCDH9,ZBTB16,USP44,SLCO4C1"
"gene_set_query"	"1139"	"ZNF788P"	"940.7"	"ARCHS4 Coexpression,1413;Enrichr Queries,277;GTEx Coexpression,1132"	"LAMP3,USP44,CDCA7,FHL2"
"gene_set_query"	"1140"	"ANHX"	"941.5"	"ARCHS4 Coexpression,982;GTEx Coexpression,901"	""
"gene_set_query"	"1141"	"ZSCAN16"	"943.0"	"ARCHS4 Coexpression,200;Enrichr Queries,1389;GTEx Coexpression,1240"	"GSTA4,TUBB3,TAGLN3"
"gene_set_query"	"1142"	"ZNF660"	"943.3"	"ARCHS4 Coexpression,1224;Enrichr Queries,333;GTEx Coexpression,1273"	"CDH6,FGF14,ZBTB16,CPXM1"
"gene_set_query"	"1143"	"ZNF341"	"945.3"	"ARCHS4 Coexpression,835;Enrichr Queries,948;GTEx Coexpression,1053"	"ACOXL,ZBTB16"
"gene_set_query"	"1144"	"CDC5L"	"946.7"	"ARCHS4 Coexpression,595;Enrichr Queries,1187;GTEx Coexpression,1058"	"KCNMB4"
"gene_set_query"	"1145"	"TEAD1"	"948.0"	"ARCHS4 Coexpression,1603;Enrichr Queries,739;ReMap ChIP-seq,32;GTEx Coexpression,1418"	"TFAP2A,HS3ST3A1,CYP24A1,MB,FHL2,PKP1,SLC39A8,PDCD1LG2,TNS4"
"gene_set_query"	"1146"	"ZNF484"	"949.0"	"ARCHS4 Coexpression,503;Enrichr Queries,1236;GTEx Coexpression,1108"	"GSTA4"
"gene_set_query"	"1147"	"ZNF550"	"949.0"	"ARCHS4 Coexpression,647;Enrichr Queries,1197;GTEx Coexpression,1003"	"GSTA4"
"gene_set_query"	"1148"	"ZSCAN5B"	"949.7"	"ARCHS4 Coexpression,1434;Enrichr Queries,620;GTEx Coexpression,795"	"KEL,ITGB7,PGC"
"gene_set_query"	"1149"	"ZNF770"	"950.0"	"ARCHS4 Coexpression,358;Enrichr Queries,1365;GTEx Coexpression,1127"	"GSTA4,USP44"
"gene_set_query"	"1150"	"ZNF664"	"952.3"	"ARCHS4 Coexpression,1465;Enrichr Queries,1007;GTEx Coexpression,385"	"PCDH9,FAM107A"
"gene_set_query"	"1151"	"ZNF43"	"953.3"	"ARCHS4 Coexpression,1540;Enrichr Queries,662;GTEx Coexpression,658"	"USP44,ZBTB16"
"gene_set_query"	"1152"	"ZNF471"	"953.3"	"ARCHS4 Coexpression,1327;Enrichr Queries,446;GTEx Coexpression,1087"	"MFAP4,PCDH9,ZBTB16"
"gene_set_query"	"1153"	"ZXDA"	"954.0"	"ARCHS4 Coexpression,745;Enrichr Queries,1176;GTEx Coexpression,941"	"TRAF1"
"gene_set_query"	"1154"	"ZNF681"	"954.3"	"ARCHS4 Coexpression,1254;Enrichr Queries,624;GTEx Coexpression,985"	"PCDH9,CDCA7"
"gene_set_query"	"1155"	"ZNF865"	"955.0"	"ARCHS4 Coexpression,1372;GTEx Coexpression,538"	"MB,CAP2"
"gene_set_query"	"1156"	"ZNF354B"	"955.3"	"ARCHS4 Coexpression,739;Enrichr Queries,700;GTEx Coexpression,1427"	"PLLP,ZBTB16"
"gene_set_query"	"1157"	"ADNP"	"957.3"	"ARCHS4 Coexpression,1261;Enrichr Queries,1021;ReMap ChIP-seq,97;GTEx Coexpression,1450"	"SYT12,MB,PLLP,PKHD1L1,TNS4"
"gene_set_query"	"1158"	"PRMT3"	"957.7"	"ARCHS4 Coexpression,632;Enrichr Queries,919;GTEx Coexpression,1322"	"CDCA7"
"gene_set_query"	"1159"	"ZNF184"	"958.0"	"ARCHS4 Coexpression,1421;Enrichr Queries,890;GTEx Coexpression,563"	"SYT16,FHL2"
"gene_set_query"	"1160"	"ATF6B"	"958.0"	"ARCHS4 Coexpression,1502;GTEx Coexpression,414"	"DOK5,CAP2"
"gene_set_query"	"1161"	"ZNF223"	"958.7"	"ARCHS4 Coexpression,554;Enrichr Queries,1351;GTEx Coexpression,971"	"GSTA4"
"gene_set_query"	"1162"	"ZNF239"	"958.7"	"ARCHS4 Coexpression,874;Enrichr Queries,468;GTEx Coexpression,1534"	"TUBB3,USP44,CDCA7,FHL2"
"gene_set_query"	"1163"	"ZNF512B"	"959.3"	"ARCHS4 Coexpression,1324;Enrichr Queries,966;GTEx Coexpression,588"	"TENM4"
"gene_set_query"	"1164"	"ZKSCAN3"	"961.0"	"ARCHS4 Coexpression,1573;Enrichr Queries,1000;GTEx Coexpression,310"	"FAM107A,TAGLN3,MAPT"
"gene_set_query"	"1165"	"PRR12"	"962.7"	"ARCHS4 Coexpression,1362;Enrichr Queries,879;GTEx Coexpression,647"	"TFAP2A,SHANK3"
"gene_set_query"	"1166"	"ZNF558"	"963.3"	"ARCHS4 Coexpression,709;Enrichr Queries,1163;GTEx Coexpression,1018"	"ACOXL"
"gene_set_query"	"1167"	"ZNF10"	"964.7"	"ARCHS4 Coexpression,616;Enrichr Queries,737;GTEx Coexpression,1541"	"PCDH9,GSTA4"
"gene_set_query"	"1168"	"TIGD6"	"966.3"	"ARCHS4 Coexpression,492;Enrichr Queries,906;GTEx Coexpression,1501"	"ACOXL,PLXNA4"
"gene_set_query"	"1169"	"MBD6"	"966.5"	"ARCHS4 Coexpression,1371;GTEx Coexpression,562"	"PKHD1L1"
"gene_set_query"	"1170"	"ZNF732"	"967.0"	"ARCHS4 Coexpression,921;GTEx Coexpression,1013"	"USP44"
"gene_set_query"	"1171"	"ZNF772"	"967.3"	"ARCHS4 Coexpression,587;Enrichr Queries,1139;GTEx Coexpression,1176"	"GSTA4"
"gene_set_query"	"1172"	"ZNF441"	"969.3"	"ARCHS4 Coexpression,875;Enrichr Queries,868;GTEx Coexpression,1165"	"GSTA4"
"gene_set_query"	"1173"	"NPAS1"	"969.7"	"ARCHS4 Coexpression,1332;Enrichr Queries,120;GTEx Coexpression,1457"	"NGFR,SYT12,ZBTB16,CA4,FHL2,BMP7"
"gene_set_query"	"1174"	"ZBED5"	"970.0"	"ARCHS4 Coexpression,796;GTEx Coexpression,1144"	"GSTA4"
"gene_set_query"	"1175"	"ZNF627"	"970.3"	"ARCHS4 Coexpression,204;Enrichr Queries,1335;GTEx Coexpression,1372"	"GSTA4,TUBB3,TAGLN3"
"gene_set_query"	"1176"	"GTF3A"	"973.7"	"ARCHS4 Coexpression,968;Enrichr Queries,1091;GTEx Coexpression,862"	"MB"
"gene_set_query"	"1177"	"ZNF26"	"974.0"	"ARCHS4 Coexpression,628;Enrichr Queries,1304;GTEx Coexpression,990"	"GPM6A"
"gene_set_query"	"1178"	"ISL2"	"974.3"	"ARCHS4 Coexpression,1335;Enrichr Queries,396;GTEx Coexpression,1192"	"TFAP2A,NGFR,TUBB3"
"gene_set_query"	"1179"	"ZKSCAN5"	"975.7"	"ARCHS4 Coexpression,341;Enrichr Queries,1284;GTEx Coexpression,1302"	"ACOXL,HES2"
"gene_set_query"	"1180"	"ZBTB11"	"975.8"	"ARCHS4 Coexpression,1444;Enrichr Queries,1136;ReMap ChIP-seq,287;GTEx Coexpression,1036"	""
"gene_set_query"	"1181"	"ZNF420"	"976.0"	"ARCHS4 Coexpression,510;Enrichr Queries,1390;GTEx Coexpression,1028"	"GSTA4"
"gene_set_query"	"1182"	"ZNF486"	"977.7"	"ARCHS4 Coexpression,733;Enrichr Queries,1399;GTEx Coexpression,801"	"ACOXL,PKHD1L1"
"gene_set_query"	"1183"	"ZBTB5"	"979.3"	"ARCHS4 Coexpression,1528;Enrichr Queries,1295;GTEx Coexpression,115"	"TP53AIP1,TFAP2A,ALDH3B2,PKP1,HES2"
"gene_set_query"	"1184"	"ZBTB22"	"979.3"	"ARCHS4 Coexpression,1383;Enrichr Queries,1231;GTEx Coexpression,324"	"COL17A1,TFAP2A,PKP1"
"gene_set_query"	"1185"	"MLXIP"	"980.0"	"ARCHS4 Coexpression,1299;Enrichr Queries,908;GTEx Coexpression,733"	"DES,ZBTB16"
"gene_set_query"	"1186"	"ZNF296"	"980.7"	"ARCHS4 Coexpression,1032;Enrichr Queries,1369;GTEx Coexpression,541"	"CCR7,ITGB7"
"gene_set_query"	"1187"	"TIGD1"	"982.0"	"ARCHS4 Coexpression,1293;GTEx Coexpression,671"	"FOLR2"
"gene_set_query"	"1188"	"THAP5"	"982.3"	"ARCHS4 Coexpression,665;Enrichr Queries,1380;GTEx Coexpression,902"	"ACOXL"
"gene_set_query"	"1189"	"AHRR"	"982.5"	"ARCHS4 Coexpression,898;GTEx Coexpression,1067"	"TRAF1"
"gene_set_query"	"1190"	"ZNF768"	"983.0"	"ARCHS4 Coexpression,1176;Enrichr Queries,1384;GTEx Coexpression,389"	"MB,CAP2"
"gene_set_query"	"1191"	"CENPS"	"983.5"	"ARCHS4 Coexpression,987;GTEx Coexpression,980"	""
"gene_set_query"	"1192"	"ZNF85"	"983.7"	"ARCHS4 Coexpression,591;Enrichr Queries,946;GTEx Coexpression,1414"	"ACOXL,CDCA7"
"gene_set_query"	"1193"	"ZNF91"	"984.3"	"ARCHS4 Coexpression,378;Enrichr Queries,1377;GTEx Coexpression,1198"	"GSTA4,PLXNA4"
"gene_set_query"	"1194"	"LIN54"	"985.0"	"ARCHS4 Coexpression,553;GTEx Coexpression,1417"	"ADRA1A"
"gene_set_query"	"1195"	"ZBTB38"	"985.7"	"ARCHS4 Coexpression,741;Enrichr Queries,767;GTEx Coexpression,1449"	"FHL2,ITGB7"
"gene_set_query"	"1196"	"ZNF518B"	"986.0"	"ARCHS4 Coexpression,579;Enrichr Queries,855;GTEx Coexpression,1524"	"TENM4,GSTA4"
"gene_set_query"	"1197"	"PKNOX1"	"986.3"	"ARCHS4 Coexpression,1241;Enrichr Queries,1274;ReMap ChIP-seq,228;GTEx Coexpression,1202"	"LGI4"
"gene_set_query"	"1198"	"ZNF585A"	"986.3"	"ARCHS4 Coexpression,635;Enrichr Queries,1285;GTEx Coexpression,1039"	"GSTA4"
"gene_set_query"	"1199"	"ZNF251"	"986.3"	"ARCHS4 Coexpression,951;Enrichr Queries,585;GTEx Coexpression,1423"	"ZBTB16,FHL2"
"gene_set_query"	"1200"	"ZBED4"	"986.7"	"ARCHS4 Coexpression,1249;Enrichr Queries,933;GTEx Coexpression,778"	"CDCA7"
"gene_set_query"	"1201"	"NKX28"	"988.0"	"ARCHS4 Coexpression,1162;GTEx Coexpression,814"	"KEL"
"gene_set_query"	"1202"	"ZNF324B"	"989.0"	"ARCHS4 Coexpression,997;GTEx Coexpression,981"	""
"gene_set_query"	"1203"	"PHF21A"	"989.0"	"ARCHS4 Coexpression,894;Enrichr Queries,1112;GTEx Coexpression,961"	"LRRK2"
"gene_set_query"	"1204"	"ZNF398"	"989.3"	"ARCHS4 Coexpression,882;Enrichr Queries,1104;GTEx Coexpression,982"	"USP44"
"gene_set_query"	"1205"	"MEF2D"	"989.7"	"ARCHS4 Coexpression,1409;Enrichr Queries,1124;GTEx Coexpression,436"	"ZBTB16,CAP2"
"gene_set_query"	"1206"	"KLF16"	"989.7"	"ARCHS4 Coexpression,1442;Enrichr Queries,1106;GTEx Coexpression,421"	"AMZ1,GRIA3"
"gene_set_query"	"1207"	"ZNF84"	"990.0"	"ARCHS4 Coexpression,228;Enrichr Queries,1362;GTEx Coexpression,1380"	"GSTA4,TUBB3,TAGLN3"
"gene_set_query"	"1208"	"ZNF79"	"990.3"	"ARCHS4 Coexpression,752;Enrichr Queries,853;GTEx Coexpression,1366"	"TFAP2A,FHL2"
"gene_set_query"	"1209"	"ZNF417"	"991.0"	"ARCHS4 Coexpression,780;Enrichr Queries,1266;GTEx Coexpression,927"	"ACOXL"
"gene_set_query"	"1210"	"ZNF266"	"991.3"	"ARCHS4 Coexpression,546;Enrichr Queries,1393;GTEx Coexpression,1035"	"FCRL3"
"gene_set_query"	"1211"	"ZNF713"	"992.0"	"ARCHS4 Coexpression,1548;Enrichr Queries,593;GTEx Coexpression,835"	"PCDH9,LAMP3"
"gene_set_query"	"1212"	"ZNF350"	"992.7"	"ARCHS4 Coexpression,1206;Enrichr Queries,670;GTEx Coexpression,1102"	"CTSK"
"gene_set_query"	"1213"	"ZBTB20"	"992.7"	"ARCHS4 Coexpression,685;Enrichr Queries,719;GTEx Coexpression,1574"	"GPM6A,ZBTB16"
"gene_set_query"	"1214"	"MYPOP"	"993.0"	"ARCHS4 Coexpression,1594;GTEx Coexpression,392"	"TAGLN3,MAPT"
"gene_set_query"	"1215"	"ZNF66"	"994.0"	"ARCHS4 Coexpression,1191;GTEx Coexpression,797"	"CPZ"
"gene_set_query"	"1216"	"PTF1A"	"995.0"	"ARCHS4 Coexpression,1488;Enrichr Queries,392;GTEx Coexpression,1105"	"TFAP2A,FGF14,BMP7"
"gene_set_query"	"1217"	"ZNF706"	"995.7"	"ARCHS4 Coexpression,1428;Enrichr Queries,1048;GTEx Coexpression,511"	"PLLP,PKP1"
"gene_set_query"	"1218"	"ZNF16"	"996.0"	"ARCHS4 Coexpression,1227;Enrichr Queries,718;GTEx Coexpression,1043"	"EYA2"
"gene_set_query"	"1219"	"KLF10"	"997.3"	"ARCHS4 Coexpression,1264;Enrichr Queries,862;GTEx Coexpression,866"	"FHL2,NALCN"
"gene_set_query"	"1220"	"ZNF81"	"1001.0"	"ARCHS4 Coexpression,589;Enrichr Queries,1264;GTEx Coexpression,1150"	"LRRK2"
"gene_set_query"	"1221"	"FIZ1"	"1001.0"	"ARCHS4 Coexpression,1463;Enrichr Queries,987;GTEx Coexpression,553"	"MAPT"
"gene_set_query"	"1222"	"TOPORS"	"1002.0"	"ARCHS4 Coexpression,532;GTEx Coexpression,1471"	"USP44"
"gene_set_query"	"1223"	"HOXD4"	"1002.0"	"ARCHS4 Coexpression,1389;Enrichr Queries,71;GTEx Coexpression,1545"	"TFAP2A,DES,EYA2,LUM,ZBTB16,HAS2,BMP7"
"gene_set_query"	"1224"	"TIGD5"	"1002.0"	"ARCHS4 Coexpression,615;Enrichr Queries,1059;GTEx Coexpression,1333"	"TFAP2A"
"gene_set_query"	"1225"	"ZNF275"	"1003.0"	"ARCHS4 Coexpression,1346;Enrichr Queries,1280;GTEx Coexpression,383"	"GSTA4,KCNN2"
"gene_set_query"	"1226"	"DOT1L"	"1003.0"	"ARCHS4 Coexpression,844;Enrichr Queries,979;GTEx Coexpression,1187"	"TRAF1"
"gene_set_query"	"1227"	"TIGD7"	"1004.0"	"ARCHS4 Coexpression,524;Enrichr Queries,1396;GTEx Coexpression,1092"	"GSTA4"
"gene_set_query"	"1228"	"ZNF519"	"1004.0"	"ARCHS4 Coexpression,1284;Enrichr Queries,524;GTEx Coexpression,1205"	"CDCA7,FHL2"
"gene_set_query"	"1229"	"MTERF4"	"1006.0"	"ARCHS4 Coexpression,470;GTEx Coexpression,1542"	"CETP,CCR7"
"gene_set_query"	"1230"	"ZNF35"	"1007.0"	"ARCHS4 Coexpression,609;Enrichr Queries,1267;GTEx Coexpression,1145"	"USP44"
"gene_set_query"	"1231"	"CREBZF"	"1007.0"	"ARCHS4 Coexpression,1026;Enrichr Queries,969;GTEx Coexpression,1026"	""
"gene_set_query"	"1232"	"SPEN"	"1008.0"	"ARCHS4 Coexpression,1308;GTEx Coexpression,707"	"ZBTB16"
"gene_set_query"	"1233"	"ZNF571"	"1008.0"	"ARCHS4 Coexpression,356;Enrichr Queries,1276;GTEx Coexpression,1393"	"CCDC141,FMO5"
"gene_set_query"	"1234"	"ZNF189"	"1009.0"	"ARCHS4 Coexpression,1127;Enrichr Queries,671;GTEx Coexpression,1228"	"ZBTB16"
"gene_set_query"	"1235"	"DRAP1"	"1009.0"	"ARCHS4 Coexpression,1056;Enrichr Queries,1337;GTEx Coexpression,635"	"IL13RA2"
"gene_set_query"	"1236"	"ASH1L"	"1010.0"	"ARCHS4 Coexpression,962;Enrichr Queries,1142;GTEx Coexpression,926"	""
