Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"1"	"TCF21"	"16.0"	"Literature ChIP-seq,32;ARCHS4 Coexpression,24;Enrichr Queries,4;GTEx Coexpression,4"	"CETP,SFTPA2,NOTCH4,FHL2,FAM107A,FBLN1,PRELP,CHRDL2,FBLN2,CTSK,PEBP4,CA4,MS4A15,SLC39A8,CCDC33,TNS4,PAMR1,AMZ1,RSPO4,CAP2,EGFL6,COL24A1,LUM,ZBTB16,MFAP4,CLDN5,DES,PRR15L,COL6A6,TRIM55"
"gene_set_query"	"2"	"IRX6"	"18.33"	"ARCHS4 Coexpression,9;Enrichr Queries,2;GTEx Coexpression,44"	"COL17A1,BTNL9,TFAP2A,NGFR,EGFL6,PCDH9,EYA2,ZBTB16,NOTCH4,FAM107A,CACNA2D2,PRELP,BMP7,FBLN2,ALDH3B2,DES,DOK5,PKP1,TNS4,SHANK3,PLXNA4,GPIHBP1"
"gene_set_query"	"3"	"ZNF750"	"19.25"	"ARCHS4 Coexpression,30;Enrichr Queries,25;ReMap ChIP-seq,11;GTEx Coexpression,11"	"COL17A1,TFAP2A,PLLP,LGI4,IL1R2,ZBTB16,FBLN1,BMP7,TP53AIP1,ALDH3B2,GJB2,PRR15L,MB,PKP1,TNS4,HES2,KRT6A"
"gene_set_query"	"4"	"FOXN1"	"19.67"	"ARCHS4 Coexpression,31;Enrichr Queries,5;GTEx Coexpression,23"	"COL17A1,TFAP2A,EYA2,ZBTB16,FBLN2,TP53AIP1,ALDH3B2,GJB2,PKP1,HAS2,CCR7,TNS4,HES2,KRT6A"
"gene_set_query"	"5"	"TP63"	"31.6"	"Literature ChIP-seq,36;ARCHS4 Coexpression,16;Enrichr Queries,85;ReMap ChIP-seq,5;GTEx Coexpression,16"	"COL17A1,GPM6A,TENM4,GALNT15,FHL2,CDCA7,FBLN2,NALCN,TP53AIP1,ALDH3B2,CTSK,MS4A15,CCR7,ITGB7,TNS4,IL13RA2,HES2,PAMR1,GRIA3,KRT6A,CAP2,TFAP2A,NGFR,IL11,PLLP,LGI4,EYA2,ZBTB16,SYT16,CYP4B1,PRG4,PDCD1LG2,ANO4,BMP7,CLDN5,GJB2,PKP1,TRIM55"
"gene_set_query"	"6"	"ZBTB7C"	"38.67"	"ARCHS4 Coexpression,15;Enrichr Queries,84;GTEx Coexpression,17"	"TFAP2A,TENM4,EYA2,ZBTB16,FHL2,CYP4B1,FBLN2,BMP7,TP53AIP1,ALDH3B2,GJB2,BPIFB1,PRR15L,ITGA11,PKP1,CCDC33,HES2"
"gene_set_query"	"7"	"MEOX2"	"39.0"	"ARCHS4 Coexpression,17;Enrichr Queries,15;GTEx Coexpression,85"	"BTNL9,NGFR,EGFL6,LGI4,LUM,ZBTB16,NOTCH4,FBLN1,PRELP,FBLN2,PDGFRL,CDH6,MFAP4,CTSK,COL6A6,IL13RA2,PAMR1,GPIHBP1"
"gene_set_query"	"8"	"LHX6"	"42.0"	"ARCHS4 Coexpression,57;Enrichr Queries,40;GTEx Coexpression,29"	"BTNL9,NGFR,GALNT15,NOTCH4,ZBTB16,FHL2,FBLN2,BMP7,NALCN,CLDN5,GSTA4,TUBB3,CA4,TAGLN3,SHANK3,PLXNA4,GRIA3"
"gene_set_query"	"9"	"AEBP1"	"44.5"	"ARCHS4 Coexpression,8;GTEx Coexpression,81"	"MFAP4,MMP11,FGF14,ITGA10,CTSK,ITGA11,PRELP,FBLN1,CPZ,PAMR1,FBLN2"
"gene_set_query"	"10"	"TBX20"	"54.33"	"ARCHS4 Coexpression,74;Enrichr Queries,28;GTEx Coexpression,61"	"TFAP2A,TENM4,LUM,ZBTB16,FHL2,FBLN2,BMP7,DES,MB,PEBP4,HAS2,CCDC141,TRIM55,PLXNA4,CAP2"
"gene_set_query"	"11"	"EBF2"	"56.0"	"ARCHS4 Coexpression,70;GTEx Coexpression,42"	"BTNL9,NGFR,TENM4,GSTA4,LGI4,TUBB3,DOK5,EYA2,NOTCH4,TAGLN3,FBLN2,PDGFRL"
"gene_set_query"	"12"	"MEOX1"	"63.67"	"ARCHS4 Coexpression,3;Enrichr Queries,12;GTEx Coexpression,176"	"BTNL9,EGFL6,LUM,GALNT15,NOTCH4,ZBTB16,FBLN1,PRELP,FBLN2,CLDN5,MFAP4,HAS2,CPXM1,PAMR1,SHANK3,GPIHBP1"
"gene_set_query"	"13"	"FOXS1"	"69.0"	"ARCHS4 Coexpression,127;Enrichr Queries,14;GTEx Coexpression,66"	"MFAP4,FGF14,DES,LUM,ITGA10,CTSK,ITGA11,FHL2,HAS2,PRELP,FBLN2"
"gene_set_query"	"14"	"IRX4"	"69.67"	"ARCHS4 Coexpression,62;Enrichr Queries,133;GTEx Coexpression,14"	"COL17A1,TFAP2A,EYA2,ZBTB16,FHL2,BMP7,TP53AIP1,ALDH3B2,GJB2,PKP1,TNS4,HES2,KRT6A"
"gene_set_query"	"15"	"PRDM6"	"72.33"	"ARCHS4 Coexpression,122;Enrichr Queries,7;GTEx Coexpression,88"	"TFAP2A,TENM4,EYA2,LUM,HHIP,ZBTB16,PRELP,FBLN1,PRG4,BMP7,MFAP4,FGF14,ITGA10,ITGA11,HAS2"
"gene_set_query"	"16"	"POU3F3"	"75.0"	"ARCHS4 Coexpression,46;Enrichr Queries,102;GTEx Coexpression,77"	"TFAP2A,GPM6A,PCDH9,TENM4,ZBTB16,FAM107A,BMP7,GSTA4,TUBB3,TAGLN3,MAPT,AMZ1,GRIA3"
"gene_set_query"	"17"	"POU3F2"	"76.0"	"Literature ChIP-seq,35;ARCHS4 Coexpression,34;Enrichr Queries,3;GTEx Coexpression,232"	"GPM6A,TENM4,FAM107A,FHL2,RORB,NALCN,ADRA1A,CDH6,TUBB3,KCNMB4,KCNN2,CCDC141,AMZ1,PLXNA4,TFAP2A,NGFR,PCDH9,LUM,ZBTB16,ANO4,BMP7,FGF14,GSTA4,CLDN18,TAGLN3,MAPT,TRIM55"
"gene_set_query"	"18"	"NKX25"	"76.5"	"ARCHS4 Coexpression,79;GTEx Coexpression,74"	"DES,MB,PEBP4,FHL2,CCDC141,TRIM55"
"gene_set_query"	"19"	"LHX1"	"77.5"	"ARCHS4 Coexpression,50;Enrichr Queries,105"	"CDH6,TFAP2A,NGFR,GPM6A,TENM4,TUBB3,HAS2,TAGLN3,MAPT,BMP7"
"gene_set_query"	"20"	"OVOL1"	"77.67"	"ARCHS4 Coexpression,53;Enrichr Queries,156;GTEx Coexpression,24"	"TP53AIP1,COL17A1,TFAP2A,ALDH3B2,GJB2,PRR15L,PKP1,TNS4,HES2,BMP7,KRT6A"
"gene_set_query"	"21"	"HEYL"	"80.0"	"ARCHS4 Coexpression,59;Enrichr Queries,26;GTEx Coexpression,155"	"MFAP4,NGFR,MMP11,DES,LUM,ITGA10,ITGA11,FHL2,PRELP,FBLN1,FBLN2,TRIM55"
"gene_set_query"	"22"	"TWIST2"	"80.0"	"ARCHS4 Coexpression,20;GTEx Coexpression,140"	"MFAP4,HS3ST3A1,CTSK,ITGA11,HAS2,FBLN1,CPZ,PAMR1,FBLN2"
"gene_set_query"	"23"	"HES2"	"80.0"	"ARCHS4 Coexpression,116;Enrichr Queries,10;GTEx Coexpression,114"	"TFAP2A,COL17A1,NGFR,FHL2,BMP7,TP53AIP1,ALDH3B2,GJB2,TUBB3,LAMP3,PKP1,TNS4,KRT6A"
"gene_set_query"	"24"	"TFAP2B"	"80.67"	"ARCHS4 Coexpression,110;Enrichr Queries,111;GTEx Coexpression,21"	"COL17A1,TFAP2A,NGFR,GPM6A,TENM4,EYA2,ZBTB16,BMP7,TP53AIP1,ALDH3B2,TUBB3,PKP1,TAGLN3,MAPT,TNS4,HES2"
"gene_set_query"	"25"	"LMX1B"	"81.67"	"ARCHS4 Coexpression,151;Enrichr Queries,34;GTEx Coexpression,60"	"COL17A1,TFAP2A,NGFR,TENM4,EYA2,ZBTB16,CACNA2D2,BMP7,ALDH3B2,TUBB3,PI15,PKP1,MAPT,TNS4,PLXNA4"
"gene_set_query"	"26"	"OSR2"	"83.0"	"ARCHS4 Coexpression,11;Enrichr Queries,1;GTEx Coexpression,237"	"TFAP2A,LUM,FHL2,FBLN1,PRELP,CPZ,FBLN2,PDGFRL,MFAP4,CTSK,HAS2,CPXM1,PAMR1"
"gene_set_query"	"27"	"PRRX2"	"85.33"	"ARCHS4 Coexpression,6;Enrichr Queries,9;GTEx Coexpression,241"	"HS3ST3A1,LUM,FHL2,FBLN1,CPZ,FBLN2,PDGFRL,MFAP4,FGF14,ITGA10,CTSK,ITGA11,HAS2,CPXM1,PAMR1"
"gene_set_query"	"28"	"TP73"	"87.33"	"ARCHS4 Coexpression,101;Enrichr Queries,124;GTEx Coexpression,37"	"COL17A1,TFAP2A,NGFR,EYA2,ZBTB16,FHL2,CYP4B1,BMP7,TP53AIP1,ALDH3B2,BPIFB1,PKP1,MAPT,CCDC33,HES2"
"gene_set_query"	"29"	"PRRX1"	"89.0"	"ARCHS4 Coexpression,19;Enrichr Queries,6;GTEx Coexpression,242"	"MFAP4,LUM,CTSK,ITGA11,FHL2,HAS2,FBLN1,PRELP,FBLN2,PAMR1,PDGFRL"
"gene_set_query"	"30"	"FOXC2"	"91.0"	"ARCHS4 Coexpression,76;Enrichr Queries,130;GTEx Coexpression,67"	"IL11,LUM,HHIP,FHL2,PRELP,PDCD1LG2,FBLN2,BMP7,MFAP4,FGF14,ITGA10,ITGA11,HAS2"
"gene_set_query"	"31"	"LHX2"	"91.0"	"ARCHS4 Coexpression,232;Enrichr Queries,33;ReMap ChIP-seq,71;GTEx Coexpression,28"	"COL17A1,TFAP2A,GPM6A,PCDH9,TENM4,ZBTB16,FAM107A,FHL2,RORB,PDCD1LG2,NALCN,BMP7,GJB2,CYP24A1,TUBB3,CCDC33,TAGLN3,IL13RA2,AMZ1,GRIA3"
"gene_set_query"	"32"	"NR2E1"	"94.33"	"ARCHS4 Coexpression,186;Enrichr Queries,66;GTEx Coexpression,31"	"TFAP2A,GPM6A,PCDH9,TENM4,GSTA4,DOK5,ZBTB16,FAM107A,RORB,AMZ1,BMP7,GRIA3"
"gene_set_query"	"33"	"ZNF536"	"97.33"	"ARCHS4 Coexpression,67;Enrichr Queries,52;GTEx Coexpression,173"	"GPM6A,PCDH9,TENM4,PLLP,HHIP,ZBTB16,RORB,NALCN,BMP7,GSTA4,TUBB3,KCNMB4,TAGLN3,MAPT,PLXNA4"
"gene_set_query"	"34"	"PGR"	"97.75"	"ARCHS4 Coexpression,84;Enrichr Queries,122;ReMap ChIP-seq,27;GTEx Coexpression,158"	"TFAP2A,PCDH9,ZBTB16,FHL2,RORB,CHRDL2,BMP7,MMP11,ALDH3B2,PRR15L,ITGA11,CA4,PKP1,CPXM1,CCR7,CCDC33,MAPT,PKHD1L1,AMZ1,TRIM55,GRIA3"
"gene_set_query"	"35"	"BARX2"	"98.0"	"ARCHS4 Coexpression,109;Enrichr Queries,54;GTEx Coexpression,131"	"TP53AIP1,TFAP2A,ALDH3B2,GJB2,TENM4,EYA2,ZBTB16,FHL2,PKP1,ITGB7,HES2,BMP7"
"gene_set_query"	"36"	"GLIS1"	"99.0"	"ARCHS4 Coexpression,10;Enrichr Queries,29;GTEx Coexpression,258"	"HS3ST3A1,TENM4,EYA2,ZBTB16,FHL2,FBLN1,FBLN2,ITGA10,CTSK,ITGA11,PAMR1,PLXNA4,TRIM55"
"gene_set_query"	"37"	"TBX5"	"99.5"	"Literature ChIP-seq,131;ARCHS4 Coexpression,38;Enrichr Queries,142;GTEx Coexpression,87"	"TFAP2A,NGFR,TENM4,ZBTB16,LRRK2,FHL2,CDCA7,FBLN1,FBLN2,BMP7,MFAP4,MMP11,DES,MB,PEBP4,CCDC141,PAMR1,TRIM55,RSPO4"
"gene_set_query"	"38"	"BNC1"	"99.67"	"ARCHS4 Coexpression,73;Enrichr Queries,19;GTEx Coexpression,207"	"COL17A1,HS3ST3A1,LUM,FHL2,FBLN2,BMP7,ALDH3B2,GJB2,PKP1,HAS2,TNS4,HES2,PAMR1,KRT6A"
"gene_set_query"	"39"	"IRF6"	"100.3"	"ARCHS4 Coexpression,66;Enrichr Queries,222;GTEx Coexpression,13"	"TP53AIP1,COL17A1,TFAP2A,ALDH3B2,GJB2,FHL2,PKP1,TNS4,HES2,KRT6A"
"gene_set_query"	"40"	"TWIST1"	"104.3"	"ARCHS4 Coexpression,5;Enrichr Queries,47;ReMap ChIP-seq,127;GTEx Coexpression,238"	"TFAP2A,HS3ST3A1,LUM,FHL2,FBLN1,CPZ,FBLN2,MFAP4,TUBB3,MB,CTSK,ITGA11,HAS2,CCDC33,PAMR1"
"gene_set_query"	"41"	"ESR1"	"104.8"	"Literature ChIP-seq,2;ARCHS4 Coexpression,220;ENCODE ChIP-seq,5;Enrichr Queries,319;ReMap ChIP-seq,13;GTEx Coexpression,70"	"TFAP2A,ZBTB16,FHL2,CDCA7,FBLN1,BMP7,MMP11,ALDH3B2,CYP24A1,SYT12,PRR15L,MB,ITGA10,CA4,PI15,MS4A15,PKP1,CPXM1,CCR7,MAPT,PAMR1,AMZ1,TRIM55,CAP2"
"gene_set_query"	"42"	"EBF1"	"105.4"	"ARCHS4 Coexpression,12;ENCODE ChIP-seq,72;Enrichr Queries,118;ReMap ChIP-seq,89;GTEx Coexpression,236"	"CETP,GPM6A,TENM4,GALNT15,HHIP,LRRK2,FBLN2,TUBB3,PEBP4,LAMP3,CCR7,ITGB7,GPIHBP1,BTNL9,EGFL6,PCDH9,LUM,ZBTB16,TRAF1,PDGFRL,MFAP4,GSTA4,SLCO4C1,CHI3L2,MAPT,TAGLN3"
"gene_set_query"	"43"	"SOX10"	"107.5"	"ARCHS4 Coexpression,201;Enrichr Queries,38;ReMap ChIP-seq,47;GTEx Coexpression,144"	"TFAP2A,NGFR,PLLP,LGI4,GALNT15,ZBTB16,FAM107A,BMP7,MFAP4,GSTA4,ITGA10,PI15,KCNMB4,CLDN18,HAS2,MAPT,IL13RA2"
"gene_set_query"	"44"	"DMRT2"	"107.7"	"ARCHS4 Coexpression,94;Enrichr Queries,139;GTEx Coexpression,90"	"BTNL9,TFAP2A,EGFL6,EYA2,NOTCH4,ZBTB16,FAM107A,CDH6,CLDN5,GJB2,CYP24A1,MB,IL13RA2,PAMR1,GPIHBP1"
"gene_set_query"	"45"	"GRHL3"	"108.3"	"ARCHS4 Coexpression,51;Enrichr Queries,146;GTEx Coexpression,128"	"TP53AIP1,TFAP2A,COL17A1,ALDH3B2,GJB2,FHL2,PKP1,TNS4,HES2,BMP7,KRT6A"
"gene_set_query"	"46"	"EBF3"	"110.3"	"ARCHS4 Coexpression,159;Enrichr Queries,132;GTEx Coexpression,40"	"BTNL9,GPM6A,TENM4,PCDH9,GALNT15,NOTCH4,ZBTB16,FBLN2,BMP7,PDGFRL,MFAP4,TUBB3,TAGLN3,MAPT,FOLR2,PLXNA4"
"gene_set_query"	"47"	"PAX9"	"112.7"	"ARCHS4 Coexpression,28;Enrichr Queries,115;GTEx Coexpression,195"	"TFAP2A,EYA2,FHL2,CYP4B1,BMP7,ALDH3B2,GJB2,BPIFB1,HAS2,PKP1,CCDC33,HES2,KRT6A"
"gene_set_query"	"48"	"SOX17"	"115.0"	"Literature ChIP-seq,109;ARCHS4 Coexpression,39;Enrichr Queries,226;GTEx Coexpression,86"	"BTNL9,HS3ST3A1,LUM,NOTCH4,ZBTB16,HHIP,CDCA7,FHL2,CACNA2D2,PDCD1LG2,PDGFRL,CXCL5,CLDN5,GSTA4,CA4,KCNN2,FOLR2,TNS4,SHANK3"
"gene_set_query"	"49"	"FOXA1"	"118.3"	"Literature ChIP-seq,28;ARCHS4 Coexpression,292;ENCODE ChIP-seq,35;Enrichr Queries,125;ReMap ChIP-seq,138;GTEx Coexpression,92"	"FHL2,CDCA7,ADRA1A,CXCL5,ALDH3B2,CCL7,MB,ZNF385B,KCNN2,CCDC33,AMZ1,TFAP2A,NGFR,LGI4,ZBTB16,IL1R2,CYP4B1,PGC,FMO5,BMP7,GJB2,CYP24A1,PRR15L,PI15,CHI3L2,CLDN18,FOLR2"
"gene_set_query"	"50"	"TBX18"	"121.0"	"ARCHS4 Coexpression,77;Enrichr Queries,35;GTEx Coexpression,251"	"PCDH9,LUM,FHL2,PRELP,FBLN1,FBLN2,BMP7,FGF14,ITGA10,CTSK,ITGA11,HAS2,PAMR1"
"gene_set_query"	"51"	"SP7"	"122.7"	"ARCHS4 Coexpression,42;Enrichr Queries,46;GTEx Coexpression,280"	"NGFR,PCDH9,COL24A1,LUM,HHIP,FHL2,CPZ,BMP7,FBLN2,MMP11,CTSK,ITGA10,ITGA11,KCNMB4"
"gene_set_query"	"52"	"TFAP2C"	"126.8"	"Literature ChIP-seq,18;ARCHS4 Coexpression,245;ENCODE ChIP-seq,46;Enrichr Queries,434;ReMap ChIP-seq,3;GTEx Coexpression,15"	"COL17A1,TENM4,FHL2,CDCA7,PRELP,FBLN2,TP53AIP1,ALDH3B2,TUBB3,MB,PEBP4,CA4,KCNMB4,ITGB7,CCDC33,TNS4,HES2,AMZ1,CAP2,TFAP2A,IL11,NGFR,LGI4,PLLP,EYA2,CACNA2D2,BMP7,CYP24A1,SYT12,PRR15L,PKP1,MAPT"
"gene_set_query"	"53"	"BCL6B"	"127.7"	"ARCHS4 Coexpression,37;Enrichr Queries,303;GTEx Coexpression,43"	"BTNL9,CLDN5,MFAP4,LUM,NOTCH4,HHIP,COL6A6,SHANK3,FBLN2,GPIHBP1"
"gene_set_query"	"54"	"ZNF385D"	"129.3"	"ARCHS4 Coexpression,131;Enrichr Queries,161;GTEx Coexpression,96"	"MFAP4,GPM6A,FGF14,TENM4,PCDH9,ITGA10,ITGA11,F13A1,ZNF385B,IL13RA2,NALCN"
"gene_set_query"	"55"	"DLX3"	"129.7"	"ARCHS4 Coexpression,147;Enrichr Queries,148;GTEx Coexpression,94"	"COL17A1,TFAP2A,ALDH3B2,NGFR,GJB2,PKP1,HAS2,PRG4,TNS4,BMP7"
"gene_set_query"	"56"	"GATA3"	"130.7"	"Literature ChIP-seq,43;ARCHS4 Coexpression,276;ENCODE ChIP-seq,13;Enrichr Queries,305;ReMap ChIP-seq,34;GTEx Coexpression,113"	"COL17A1,CXCL9,FHL2,PRELP,ALDH3B2,CTSK,CCR7,CCDC33,TNS4,CAP2,TFAP2A,IL11,PLLP,ZBTB16,USP44,BMP7,PGC,CAPN13,CLDN5,MFAP4,CYP24A1,SYT12,DOK5,PRR15L,SLCO4C1,PKP1,TRIM55"
"gene_set_query"	"57"	"DLX5"	"130.7"	"ARCHS4 Coexpression,237;Enrichr Queries,37;GTEx Coexpression,118"	"COL17A1,TFAP2A,NGFR,EYA2,LUM,ZBTB16,FHL2,BMP7,CDH6,ALDH3B2,GSTA4,TUBB3,PKP1,TAGLN3,TNS4"
"gene_set_query"	"58"	"FOXG1"	"133.3"	"ARCHS4 Coexpression,23;Enrichr Queries,41;GTEx Coexpression,336"	"TFAP2A,GPM6A,TENM4,PCDH9,ZBTB16,FHL2,RORB,CDH6,GSTA4,TUBB3,DOK5,TAGLN3,AMZ1,GRIA3,PLXNA4"
"gene_set_query"	"59"	"GRHL2"	"133.8"	"Literature ChIP-seq,103;ARCHS4 Coexpression,158;Enrichr Queries,338;ReMap ChIP-seq,58;GTEx Coexpression,12"	"COL17A1,TFAP2A,NGFR,ZBTB16,FAM107A,CACNA2D2,TRAF1,BMP7,ADRA1A,TP53AIP1,CDH6,ALDH3B2,PRR15L,MB,CHI3L2,PKP1,ITGB7,TNS4,HES2"
"gene_set_query"	"60"	"SOX11"	"137.2"	"Literature ChIP-seq,129;ARCHS4 Coexpression,80;Enrichr Queries,129;ReMap ChIP-seq,109;GTEx Coexpression,239"	"CETP,GPM6A,PCDH9,TENM4,CDCA7,F13A1,CDH6,GSTA4,TUBB3,ITGA10,HAS2,COL6A6,TAGLN3,MAPT,AMZ1,GRIA3,PLXNA4"
"gene_set_query"	"61"	"SNAI2"	"140.5"	"ARCHS4 Coexpression,4;Enrichr Queries,188;ReMap ChIP-seq,111;GTEx Coexpression,259"	"TFAP2A,COL17A1,HS3ST3A1,LGI4,LUM,FHL2,FBLN1,FBLN2,MFAP4,CCL7,TUBB3,CTSK,ITGA11,PKP1,HAS2,TNS4,PAMR1"
"gene_set_query"	"62"	"MYT1L"	"141.7"	"ARCHS4 Coexpression,100;Enrichr Queries,94;GTEx Coexpression,231"	"GPM6A,FGF14,TENM4,PCDH9,TAGLN3,MAPT,NALCN,GRIA3,PLXNA4"
"gene_set_query"	"63"	"HAND1"	"141.7"	"ARCHS4 Coexpression,55;Enrichr Queries,68;GTEx Coexpression,302"	"TFAP2A,NGFR,HS3ST3A1,COL24A1,TENM4,LUM,ZBTB16,CHRDL2,CPZ,BMP7,MFAP4,DES,CA4,HAS2,COL6A6,TRIM55"
"gene_set_query"	"64"	"IRX3"	"146.3"	"ARCHS4 Coexpression,169;Enrichr Queries,151;GTEx Coexpression,119"	"COL17A1,TFAP2A,ALDH3B2,LUM,ZBTB16,FHL2,PKP1,CYP4B1,FBLN1,CCDC33,TNS4,BMP7"
"gene_set_query"	"65"	"SOX18"	"150.0"	"ARCHS4 Coexpression,18;Enrichr Queries,153;GTEx Coexpression,279"	"BTNL9,CLDN5,MFAP4,LUM,NOTCH4,HHIP,CA4,SHANK3,FBLN2,GPIHBP1"
"gene_set_query"	"66"	"ASCL1"	"150.8"	"ARCHS4 Coexpression,164;Enrichr Queries,11;ReMap ChIP-seq,145;GTEx Coexpression,283"	"TFAP2A,GPM6A,PCDH9,ZBTB16,IL1R2,FAM107A,FHL2,BMP7,CDH6,FGF14,GSTA4,TUBB3,PRR15L,PKP1,TAGLN3,MAPT,AMZ1"
"gene_set_query"	"67"	"GSX2"	"153.0"	"ARCHS4 Coexpression,45;Enrichr Queries,381;GTEx Coexpression,33"	"TFAP2A,PCDH9,GSTA4,PLLP,EYA2,TUBB3,DOK5,FAM107A,CDCA7,KCNMB4,AMZ1,BMP7"
"gene_set_query"	"68"	"SOX15"	"155.0"	"ARCHS4 Coexpression,71;Enrichr Queries,330;GTEx Coexpression,64"	"TP53AIP1,TFAP2A,COL17A1,ALDH3B2,MFAP4,GJB2,FHL2,PKP1,TNS4,HES2,BMP7,KRT6A"
"gene_set_query"	"69"	"TCF15"	"158.7"	"ARCHS4 Coexpression,286;Enrichr Queries,56;GTEx Coexpression,134"	"NGFR,NOTCH4,ZBTB16,USP44,FHL2,FBLN2,BMP7,CLDN5,DES,MB,PEBP4,CA4,GPIHBP1"
"gene_set_query"	"70"	"FOXP2"	"159.7"	"Literature ChIP-seq,58;ARCHS4 Coexpression,156;ENCODE ChIP-seq,57;Enrichr Queries,134;ReMap ChIP-seq,83;GTEx Coexpression,470"	"IL11,GPM6A,COL24A1,TENM4,PCDH9,ZBTB16,FBLN1,RORB,PGC,NALCN,BMP7,MMP11,MFAP4,DES,KEL,GSTA4,TUBB3,KCNMB4,MAPT,TAGLN3,AMZ1,PLXNA4"
"gene_set_query"	"71"	"OSR1"	"163.0"	"ARCHS4 Coexpression,35;GTEx Coexpression,291"	"MFAP4,ITGA10,CTSK,ITGA11,FBLN1,CPZ,PAMR1,FBLN2"
"gene_set_query"	"72"	"GLI1"	"164.8"	"Literature ChIP-seq,25;ARCHS4 Coexpression,426;Enrichr Queries,42;GTEx Coexpression,166"	"NGFR,PLLP,LGI4,LUM,HHIP,ZBTB16,LRRK2,FBLN1,CPZ,FBLN2,PDGFRL,MFAP4,LAMP3,HAS2"
"gene_set_query"	"73"	"ATOH8"	"167.0"	"ARCHS4 Coexpression,125;Enrichr Queries,313;GTEx Coexpression,63"	"DES,GALNT15,ZBTB16,FAM107A,CYP4B1,PRELP,PKHD1L1,FBLN2,PDGFRL,GPIHBP1"
"gene_set_query"	"74"	"NKX26"	"167.5"	"ARCHS4 Coexpression,41;GTEx Coexpression,294"	"IL11,MB,ITGA11,FHL2,CCDC141,FBLN2,TRIM55"
"gene_set_query"	"75"	"ZNF469"	"168.0"	"ARCHS4 Coexpression,199;GTEx Coexpression,137"	"HS3ST3A1,ITGA11,HAS2,ANO4,PAMR1,FBLN2"
"gene_set_query"	"76"	"SOX1"	"171.7"	"ARCHS4 Coexpression,171;Enrichr Queries,253;GTEx Coexpression,91"	"TFAP2A,GPM6A,TENM4,GSTA4,TUBB3,ZBTB16,TAGLN3,MAPT,AMZ1,BMP7,GRIA3"
"gene_set_query"	"77"	"POU3F1"	"173.3"	"Literature ChIP-seq,107;ARCHS4 Coexpression,296;Enrichr Queries,173;GTEx Coexpression,117"	"COL17A1,TFAP2A,NGFR,TENM4,PCDH9,EYA2,ZBTB16,USP44,ANO4,BMP7,TP53AIP1,ALDH3B2,CYP24A1,TUBB3,DOK5,PKP1,KCNMB4,TAGLN3,MAPT,TRIM55"
"gene_set_query"	"78"	"CASZ1"	"176.0"	"ARCHS4 Coexpression,60;Enrichr Queries,366;GTEx Coexpression,102"	"COL17A1,TFAP2A,TENM4,ZBTB16,CYP4B1,BMP7,ALDH3B2,DES,PRR15L,MB,PKP1,MAPT,TNS4"
"gene_set_query"	"79"	"PPARG"	"177.6"	"Literature ChIP-seq,108;ARCHS4 Coexpression,40;Enrichr Queries,606;ReMap ChIP-seq,108;GTEx Coexpression,26"	"GPM6A,CXCL9,TENM4,GALNT15,NOTCH4,LRRK2,FHL2,CDCA7,F13A1,PRELP,FBLN2,CXCL5,ALDH3B2,MB,CCR7,CCDC33,PLXNA4,GPIHBP1,BTNL9,EGFL6,ZBTB16,PRG4,BMP7,SYT12,GSTA4,CHI3L2,FOLR2,TRIM55"
"gene_set_query"	"80"	"TBXT"	"178.0"	"ARCHS4 Coexpression,458;Enrichr Queries,60;ReMap ChIP-seq,24;GTEx Coexpression,170"	"TFAP2A,TENM4,EYA2,ZBTB16,CDCA7,FBLN1,TRAF1,FBLN2,BMP7,ACOXL,CA4,HAS2,CCR7,ITGB7,SLC39A8,CCDC33,TNS4"
"gene_set_query"	"81"	"ERG"	"179.4"	"Literature ChIP-seq,64;ARCHS4 Coexpression,123;Enrichr Queries,401;ReMap ChIP-seq,279;GTEx Coexpression,30"	"BTNL9,NOTCH4,ZBTB16,HHIP,F13A1,ADRA1A,CLDN5,MFAP4,GJB2,ITGA10,ITGA11,CPXM1,SHANK3"
"gene_set_query"	"82"	"TBX2"	"179.7"	"ARCHS4 Coexpression,447;Enrichr Queries,89;GTEx Coexpression,3"	"TFAP2A,NGFR,LUM,NOTCH4,FHL2,FBLN1,BMP7,CDH6,CAPN13,CLDN5,MFAP4,MS4A15,COL6A6,RSPO4"
"gene_set_query"	"83"	"CREB3L1"	"180.3"	"ARCHS4 Coexpression,36;Enrichr Queries,290;ReMap ChIP-seq,231;GTEx Coexpression,164"	"MMP11,PRR15L,LUM,ITGA11,FHL2,CLDN18,FBLN1,CPZ,PGC,FMO5,FBLN2,PAMR1"
"gene_set_query"	"84"	"BCL11A"	"180.6"	"ARCHS4 Coexpression,382;ENCODE ChIP-seq,20;Enrichr Queries,331;ReMap ChIP-seq,117;GTEx Coexpression,53"	"COL17A1,TFAP2A,CETP,TENM4,ZBTB16,LRRK2,CDCA7,TRAF1,PDCD1LG2,TP53AIP1,ALDH3B2,GSTA4,SYT12,LAMP3,CHI3L2,PKP1,CCR7,ITGB7,MAPT,HES2,GRIA3"
"gene_set_query"	"85"	"DLX1"	"183.0"	"ARCHS4 Coexpression,217;Enrichr Queries,83;GTEx Coexpression,249"	"TFAP2A,PCDH9,GSTA4,TUBB3,ZBTB16,CDCA7,FHL2,TAGLN3,BMP7,GRIA3"
