"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"SYNDIG1",17.7496174730824,2.19690231043006,0.344876831765422,6.37010697176768,1.88896405130494e-10,7.25377337697499e-09,"SYNDIG1"
"TTR",33.5107535591665,5.30804714726969,0.833234752437526,6.37041017761399,1.88523326420056e-10,7.25377337697499e-09,"TTR"
"LEPREL1",266.484742757952,-1.4596118296585,0.229545490666573,-6.35870399989109,2.03463044314395e-10,7.76645190269409e-09,"LEPREL1"
"NLGN4Y",51.2250728111077,1.13521823239459,0.178613553486415,6.35572278942948,2.07448841825952e-10,7.88717203783512e-09,"NLGN4Y"
"PLA2G5",121.656668827459,1.32702639708976,0.208884240252995,6.35292732224558,2.11255543420015e-10,8.01599747131551e-09,"PLA2G5"
"APLN",100.637423839753,3.65605160033231,0.575578576220371,6.3519591440327,2.12589793507456e-10,8.0298171226406e-09,"APLN"
"NKG7",272.386902036174,2.041973135792,0.321481894795057,6.35175158804433,2.1287689689497e-10,8.0298171226406e-09,"NKG7"
"SCARNA17",39.9624259297333,1.60072058425685,0.25199483825464,6.35219592331222,2.12262728655103e-10,8.0298171226406e-09,"SCARNA17"
"VSIG10",737.572015070969,-1.15890062297946,0.18268397745564,-6.34374529786481,2.24245458456435e-10,8.44202647336386e-09,"VSIG10"
"FLJ39051",47.9225006984456,1.00527665767445,0.158524216389886,6.34147060031509,2.27582191648688e-10,8.55084305171012e-09,"FLJ39051"
"BNC2",293.197360675272,1.07998607183742,0.170401929163359,6.33787467747546,2.32956187158181e-10,8.73562907695706e-09,"BNC2"
"MFAP4",10194.4735027464,1.59388231797966,0.251600939981738,6.33496169805783,2.3740024111562e-10,8.86757001999513e-09,"MFAP4"
"PTGFRN",602.023680201468,1.36849840946905,0.216206181217352,6.32959891231464,2.45799285802687e-10,9.16343563142237e-09,"PTGFRN"
"ITGB2-AS1",43.1002286983475,1.6267219769966,0.25720783953113,6.32454275095963,2.53983530896942e-10,9.41360235792495e-09,"ITGB2-AS1"
"HDC",175.783663793524,2.10959672927697,0.333728366610714,6.32129881766317,2.59373903584482e-10,9.57634439399971e-09,"HDC"
"CNN1",1297.57141171425,1.77220310639791,0.280410235009692,6.32003716389544,2.61500405884437e-10,9.63517363344847e-09,"CNN1"
"VIP",19.7670154428655,-1.58144603715891,0.250528933755769,-6.3124287221076,2.74689989452371e-10,1.00259230054978e-08,"VIP"
"SH2D2A",34.2911211781702,2.05044374072046,0.325408469245957,6.30113821398624,2.9546776551597e-10,1.07433649389317e-08,"SH2D2A"
"KCNA3",56.4721953009616,1.1340858487692,0.180321493146224,6.28924388868917,3.19015942779025e-10,1.14905704803227e-08,"KCNA3"
"FASN",70.547678446175,-1.85747109919375,0.295575813070364,-6.28424592627803,3.29448841222156e-10,1.1844087608816e-08,"FASN"
"APOA1",20.5364683494953,-2.41720953756123,0.384722211133326,-6.28299970111042,3.3210170110372e-10,1.18948276571019e-08,"APOA1"
"CD5",57.8269173462536,1.71641058669992,0.273219395913235,6.2821696130424,3.33880284360735e-10,1.1913992567822e-08,"CD5"
"ANO1",83.7607629828167,1.36475429696075,0.217556395549353,6.2731058469442,3.53916129702765e-10,1.26054663148037e-08,"ANO1"
"PLA2G10",64.3648175445781,-1.13992401912213,0.182020429025757,-6.26261582407776,3.78572490096098e-10,1.34586383213756e-08,"PLA2G10"
"MIR100HG",263.870670511179,1.23106667368186,0.19667502051866,6.25939517095442,3.86473418297441e-10,1.37140808174362e-08,"MIR100HG"
"MEOX2",127.121120103643,1.3735403746993,0.219722703746131,6.25124464282171,4.07194449392085e-10,1.4422661810076e-08,"MEOX2"
"TULP2",15.713978998376,-2.11132258944262,0.338220585951344,-6.24244258670391,4.3078992533121e-10,1.52302519357872e-08,"TULP2"
"SAMD11",15.6838749878651,2.2946327670082,0.367940739747122,6.23641939890986,4.47699819695645e-10,1.57989391252449e-08,"SAMD11"
"LRRK2",3259.41723234264,-1.37287513943561,0.220204587400544,-6.234543774233,4.53096621359866e-10,1.59599953281209e-08,"LRRK2"
"OCLN",475.02020435632,-1.16520531483046,0.186996967484652,-6.23114551269982,4.63036755426523e-10,1.62802023990514e-08,"OCLN"
"LSS",287.022766788495,-1.06026464627136,0.170171474676262,-6.23056624671337,4.64752245846237e-10,1.63105907232703e-08,"LSS"
"MIR650",398.253580993837,2.64180716905035,0.425110593295677,6.21439976023579,5.15212107427263e-10,1.80155007345278e-08,"MIR650"
"MXRA8",248.47603213289,1.28624616394313,0.207129557098085,6.20986295709616,5.30308281259475e-10,1.84808420251539e-08,"MXRA8"
"CNR1",82.8328712502256,-1.5337424386554,0.2473364705252,-6.20103632674397,5.60925634206581e-10,1.95071814930427e-08,"CNR1"
"NFASC",129.530572251474,1.15134084358332,0.185745871390797,6.19847340327138,5.7013437505978e-10,1.97915124907527e-08,"NFASC"
"S100A8",845.301933589326,-1.52615924898761,0.246687021240698,-6.1866215794892,6.14672813615853e-10,2.12222710892017e-08,"S100A8"
"C10orf113",38.7050628783259,-1.0775076875085,0.174468668363457,-6.17593805017079,6.57717749670089e-10,2.26269075748263e-08,"C10orf113"
"SYTL5",18.2756096023321,-1.54261893224567,0.249811753202778,-6.17512551938855,6.61109267687184e-10,2.27028239917954e-08,"SYTL5"
"GBP5",238.614250251866,1.5700121246584,0.254371037424276,6.17213398410494,6.73743663182596e-10,2.30953060356081e-08,"GBP5"
"NCAM1",80.1624133018487,1.39300879813741,0.225838377878803,6.16816685995224,6.90862203677439e-10,2.36398241908341e-08,"NCAM1"
"PDE3A",138.926749744846,1.1287915244957,0.183186193399647,6.16199017811938,7.18363082115077e-10,2.45370291969503e-08,"PDE3A"
"HTR2B",59.5056175796609,1.21423344900259,0.197294178308424,6.15443121238184,7.53474180657672e-10,2.55994188825573e-08,"HTR2B"
"SLCO4C1",251.216752187713,-1.45644143167718,0.236764585384665,-6.15143277999512,7.6786070316398e-10,2.60420297239437e-08,"SLCO4C1"
"MFSD2A",731.284289982678,-1.89811571887302,0.308967543528908,-6.14341460333819,8.07661027496063e-10,2.72952391690997e-08,"MFSD2A"
"CAMK1D",56.2216952390392,1.04535454108085,0.17018960750385,6.14229362422849,8.13383211689705e-10,2.7429433727636e-08,"CAMK1D"
"TRAT1",52.1947259731774,1.49533107796285,0.243456917504265,6.14207677190626,8.14494718245741e-10,2.7429433727636e-08,"TRAT1"
"LOC643441",113.214797590358,-1.1614049428812,0.18943186536973,-6.13099037278861,8.73336908169376e-10,2.9308024228269e-08,"LOC643441"
"FAM65C",186.348785458098,-1.17779657538613,0.192167813578033,-6.1290002391991,8.8432993405766e-10,2.96250527909316e-08,"FAM65C"
"ADD2",20.1533699306672,1.83955178305714,0.300927638416515,6.11293729195792,9.78138144164268e-10,3.26125260654034e-08,"ADD2"
"UBASH3A",28.6580604810897,1.76029159657647,0.287965319693001,6.11285969592835,9.78614053209839e-10,3.26125260654034e-08,"UBASH3A"
"PRDM11",25.4519040724753,-1.01737823662524,0.166682904715005,-6.10367474915774,1.03657119546242e-09,3.44839882768245e-08,"PRDM11"
"IL2RG",973.8591582909,1.46119703135075,0.239581982826998,6.09894372735814,1.06771646156515e-09,3.54585491100718e-08,"IL2RG"
"CRTAC1",153.869704466743,-2.15498100621801,0.353619265694411,-6.09407126612917,1.10074617710682e-09,3.6492211497787e-08,"CRTAC1"
"NKD1",158.965663116333,-1.35430169141447,0.222257838166029,-6.09338101454395,1.10550512652457e-09,3.65866826156541e-08,"NKD1"
"DERL3",185.118340636219,2.59824264580821,0.426547264776607,6.09133585036343,1.11972361629466e-09,3.69933516128247e-08,"DERL3"
"PPP1R12B",1203.48080193261,1.13627123840718,0.186661699462822,6.08732933256881,1.14809654269843e-09,3.78003882322806e-08,"PPP1R12B"
"C15orf53",10.3754335384253,3.15144436887803,0.517781561487635,6.08643606354701,1.15451731049888e-09,3.79465878280952e-08,"C15orf53"
"FNDC4",26.9113073689414,1.54587725403378,0.254450274207163,6.07536092798703,1.23709154051594e-09,4.04524711593283e-08,"FNDC4"
"PCDH18",206.979183326167,1.09457072176155,0.180234735485899,6.0730287023235,1.25520009274303e-09,4.09746919542452e-08,"PCDH18"
"SCN7A",1793.34981682071,-1.10459095858329,0.181964849509705,-6.0703534861791,1.27629009256481e-09,4.15216820946127e-08,"SCN7A"
"TMEM213",104.019039735764,1.9305637736006,0.3184479260686,6.06241591030089,1.34091919023181e-09,4.35503280054608e-08,"TMEM213"
"KIF26B",24.8391598045246,1.73048897962704,0.285591693999178,6.05931130347235,1.36705593283108e-09,4.42990296466487e-08,"KIF26B"
"CCR6",78.3117984289225,1.18290002465388,0.195240130462584,6.05869306607831,1.37231965573577e-09,4.43446698873672e-08,"CCR6"
"KCNS1",5.42057710142473,-2.39139654064794,0.39475347947037,-6.05794923924777,1.37867884367746e-09,4.4475158253447e-08,"KCNS1"
"SGCA",342.619926664866,1.1754272818797,0.194337104314767,6.0483935171529,1.46297264758353e-09,4.71150955848667e-08,"SGCA"
"DNAJC22",20.6186985715683,1.92915271686918,0.319047082664796,6.04660823335602,1.47926870468106e-09,4.75513930620183e-08,"DNAJC22"
"NR4A3",328.02299108659,1.74665438569054,0.28887666843335,6.04636710594553,1.48148323024866e-09,4.75513930620183e-08,"NR4A3"
"SP140",123.703588076013,1.09160399005865,0.180559314350541,6.04568085554085,1.48780348488336e-09,4.76743986243059e-08,"SP140"
"FCRLA",22.151784917914,3.56666086113903,0.591324976786103,6.03164249973695,1.62301516391883e-09,5.17474485374586e-08,"FCRLA"
"VTRNA1-1",2.5116157855609,-3.37043655782073,0.559760352639514,-6.02121343880047,1.73114294981979e-09,5.4920796696104e-08,"VTRNA1-1"
"ST6GALNAC3",71.7640086993957,-1.24359721045323,0.207132192994951,-6.00388183252395,1.92654937822597e-09,6.08180217225142e-08,"ST6GALNAC3"
"KRT14",24.0431791114206,4.01689544627149,0.66924299573651,6.00214790720499,1.94724191138376e-09,6.13701472137099e-08,"KRT14"
"SGCD",243.634911114472,1.05037850468105,0.175050789312961,6.00042141371414,1.96806083813543e-09,6.19244364209379e-08,"SGCD"
"RBP1",175.249430524907,1.00143875260245,0.167088158616052,5.99347530607257,2.05403367597669e-09,6.44179923061627e-08,"RBP1"
"HMGCS2",57.9540622790769,-4.12853458127158,0.689234262125489,-5.99003097805939,2.09801071698003e-09,6.56896754228291e-08,"HMGCS2"
"EGR2",127.321831057988,1.66843480128357,0.278843187727716,5.98341603709091,2.18505697699971e-09,6.81922830509259e-08,"EGR2"
"STARD10",51.4327586952003,-1.28434920038177,0.215113779211082,-5.97055755838628,2.36444147192153e-09,7.35510186444161e-08,"STARD10"
"SLC28A3",32.7225383975751,1.77162570544914,0.296779082295482,5.96951001986472,2.3796714768945e-09,7.39048052516247e-08,"SLC28A3"
"C19orf35",10.4494885238377,-1.66296512369162,0.279118015937217,-5.95792829104116,2.55455555394847e-09,7.89522476205817e-08,"C19orf35"
"LXN",585.388823146658,1.29474503292088,0.21745626603381,5.95404794046989,2.61590121215819e-09,8.07180338605077e-08,"LXN"
"FOLR2",589.16292531469,1.65549102161174,0.278068109747308,5.95354506173381,2.62395564207032e-09,8.08363955198577e-08,"FOLR2"
"PTHLH",35.162271731428,2.34562351857987,0.394005406263135,5.95327749643455,2.62825097911044e-09,8.08387564393487e-08,"PTHLH"
"DNAJB5",55.6705162587861,1.02238640743875,0.171853562342794,5.9491720363609,2.69502261364495e-09,8.24952449243842e-08,"DNAJB5"
"KLHL13",53.9496949582695,1.56830875350797,0.263830630147916,5.9443770900623,2.77510100606768e-09,8.46759322902372e-08,"KLHL13"
"TRAF1",95.4077212110659,1.16311877788413,0.195837224948542,5.93921190514085,2.86395483048734e-09,8.71096864472991e-08,"TRAF1"
"CD79B",85.5362286380438,1.57881717470347,0.265967849769312,5.93612038474901,2.91845541941517e-09,8.83472699860555e-08,"CD79B"
"GLIPR1",482.637319789184,1.08179762267176,0.182247823045536,5.93586032795283,2.92308575154781e-09,8.83472699860555e-08,"GLIPR1"
"REP15",26.4483575725476,-1.11246466949163,0.18741044720797,-5.93598001640284,2.92095380124216e-09,8.83472699860555e-08,"REP15"
"DIRAS3",143.579111567048,1.47500958597678,0.248532631668146,5.93487292222572,2.9407318222361e-09,8.87406349254931e-08,"DIRAS3"
"VCAM1",599.521969702462,2.26845578298916,0.382488670819186,5.93077901661964,3.01500766774324e-09,9.0838957436e-08,"VCAM1"
"C3orf70",134.616535467897,1.33370520810614,0.224906072671327,5.9300542322625,3.02834641938055e-09,9.1097604534019e-08,"C3orf70"
"CD209",115.070808687683,2.15215306871107,0.363208330972796,5.92539566189704,3.11546345417009e-09,9.32789229825114e-08,"CD209"
"FLJ31485",40.7388757289496,1.40038517732299,0.236743425443586,5.91520197318718,3.31468582324621e-09,9.89345946184485e-08,"FLJ31485"
"SIGLEC10",56.5445881987889,-1.17066300409879,0.198016328447863,-5.91195187424672,3.38077327281141e-09,1.00593753809957e-07,"SIGLEC10"
"DPT",625.863059769397,1.90245807439932,0.322005330847231,5.9081570773805,3.45956072683712e-09,1.02778453717291e-07,"DPT"
"CST5",18.8653009067032,1.86420503863538,0.315745492052147,5.90413825552734,3.54494790449397e-09,1.04827610719002e-07,"CST5"
"LRRN2",21.487995549562,1.7936211806695,0.304427434742208,5.8917856144876,3.82044626420172e-09,1.12453750099283e-07,"LRRN2"
"MS4A1",175.173336582755,2.59454086342189,0.440542784706463,5.88941858428269,3.87556677513093e-09,1.13726815536078e-07,"MS4A1"
"PGC",7110.63029561482,-1.37851190879136,0.234482139223836,-5.87896337586479,4.12843693252524e-09,1.20593153202818e-07,"PGC"
"GPR114",24.4118157152267,1.38037552464453,0.234830034345886,5.87818985118124,4.14777056360463e-09,1.20973484839866e-07,"GPR114"
"GPHA2",23.414517782755,3.75290603691922,0.638594070264031,5.87682568891934,4.18208165974671e-09,1.21788827908915e-07,"GPHA2"
"SH2D1A",57.4061988826717,1.75740496718556,0.299657920904093,5.86470386593927,4.49934977680665e-09,1.30631121853287e-07,"SH2D1A"
"IZUMO4",9.32896921804711,-1.8162945171135,0.309775310009428,-5.86326430294985,4.5385492098603e-09,1.31569863781154e-07,"IZUMO4"
"COPZ2",41.3084116436387,1.31237118833771,0.223915432831549,5.86101266778251,4.6005287550853e-09,1.32943279624649e-07,"COPZ2"
"RAPGEF3",95.9044738078876,-1.22731705494582,0.209398175977276,-5.86116402025875,4.59633686240634e-09,1.32943279624649e-07,"RAPGEF3"
"MEG3",625.476258710138,1.61504675828933,0.275654728796325,5.8589481317502,4.65808143966705e-09,1.34021256076426e-07,"MEG3"
"EGR3",84.2798050169138,1.81901983393173,0.310570974908416,5.85701814043679,4.71251669096119e-09,1.35181504239818e-07,"EGR3"
"DUSP14",433.305901320024,1.03443593332463,0.17675226420936,5.85246213366388,4.84348544312604e-09,1.38730744486071e-07,"DUSP14"
"ANKRD36BP2",64.0838476975588,2.75709735203281,0.471150877643762,5.85183533101143,4.86177863750995e-09,1.39046869032785e-07,"ANKRD36BP2"
"CYP2B7P1",2411.01364121776,-1.45594468923564,0.248851497821267,-5.85065672492492,4.89635840739765e-09,1.39827153207979e-07,"CYP2B7P1"
"PLAG1",84.5213290687575,-1.12520887118714,0.192600964592817,-5.84217671788909,5.15231066653535e-09,1.46699222870951e-07,"PLAG1"
"FBLIM1",396.517272212758,1.0948509741334,0.187505941578504,5.83902016606236,5.25087144407856e-09,1.49247047376171e-07,"FBLIM1"
"IGFBP4",1420.19896228608,1.19720045165582,0.205426598406965,5.82787458362173,5.61377406061292e-09,1.5889385310113e-07,"IGFBP4"
"BGN",3729.20098980202,1.25756229807442,0.215856551744786,5.82591673919297,5.6799930525895e-09,1.60531013088083e-07,"BGN"
"WFDC1",52.8738046365248,1.08287594624307,0.186340476019573,5.81127605431963,6.19984298757961e-09,1.7368624463158e-07,"WFDC1"
"APOBEC3D",107.109194985004,1.02081250681729,0.175821142325741,5.80597130307599,6.39939226928828e-09,1.79014824327156e-07,"APOBEC3D"
"MAP4K1",80.2357222903514,1.11299944151988,0.191986668257389,5.79727463173497,6.74012664632667e-09,1.87724283135046e-07,"MAP4K1"
"BLID",15.5987967494564,1.73932277445171,0.300082157358133,5.79615525882773,6.78524516303217e-09,1.88474059979013e-07,"BLID"
"PRG4",353.406521839006,1.93268271190504,0.333731095987353,5.79113764088164,6.991125345729e-09,1.9386967275667e-07,"PRG4"
"CST7",206.665488851644,1.56535651643897,0.270756844209982,5.78141070083156,7.40767992600565e-09,2.04533087524669e-07,"CST7"
"MKNK2",285.814606191717,-1.16763530459226,0.202255507693186,-5.77307049834966,7.78398543614948e-09,2.14613998456829e-07,"MKNK2"
"DCLK1",116.702912647732,1.31172962557717,0.22725434216934,5.77207728158491,7.8300187251798e-09,2.15573015534332e-07,"DCLK1"
"RGS7BP",38.5787190450974,1.81733335926801,0.314939277546663,5.77042461462671,7.90720330774356e-09,2.17385695527951e-07,"RGS7BP"
"PAK3",34.5956248962775,1.31224713041412,0.227773635203151,5.76118974105026,8.35230811598606e-09,2.28965562401323e-07,"PAK3"
"EPHB3",25.6140978654594,1.38636697995187,0.240724513858184,5.75914333663838,8.45418908174707e-09,2.31427387406339e-07,"EPHB3"
"FGF18",21.4506121829424,1.73890347373553,0.302040443479059,5.7571875266303,8.55268838498896e-09,2.32955110263087e-07,"FGF18"
"PRR15L",441.472857278137,-1.2460789905068,0.216441342482926,-5.75712096502586,8.55606014412679e-09,2.32955110263087e-07,"PRR15L"
"SLC25A18",21.7457104279336,-1.69468978044484,0.294366697860894,-5.75707032337496,8.55862632424659e-09,2.32955110263087e-07,"SLC25A18"
"ITGA2",981.998913584264,1.15965785529798,0.201603444167975,5.75217283655014,8.81036561626898e-09,2.39127798780377e-07,"ITGA2"
"COL18A1",181.862204783227,1.24297641025385,0.216151023840037,5.75049975786243,8.89800312416626e-09,2.41164831492608e-07,"COL18A1"
"SDK2",157.147636206932,1.38902892872596,0.241730789882737,5.74618123491747,9.12814675266708e-09,2.47053034003682e-07,"SDK2"
"GALNT15",203.494719748708,-2.80867612720313,0.489487568406397,-5.73799276730809,9.58052063689006e-09,2.58930798933833e-07,"GALNT15"
"CCR8",23.8981052015859,2.61360986928823,0.455639717512167,5.73613266981811,9.68627971583246e-09,2.6142041114758e-07,"CCR8"
"ELF5",119.253587953789,-1.11780149712295,0.195265391084744,-5.7245244070816,1.03723896019663e-08,2.78759788994219e-07,"ELF5"
"PIEZO2",432.702425694925,1.44721523290843,0.252836431726638,5.72391891083611,1.04094448968154e-08,2.79363841894644e-07,"PIEZO2"
"DLX5",9.41710690764099,2.48048445808692,0.433424314897903,5.72299331815572,1.04663383149156e-08,2.80497866839737e-07,"DLX5"
"CACNA2D2",361.623189066976,-1.00647857948855,0.17593165587214,-5.72084980670005,1.05992563590686e-08,2.83028831739886e-07,"CACNA2D2"
"MEOX1",41.7646343755899,2.75167074960621,0.480984021341414,5.72091925617838,1.05949242311458e-08,2.83028831739886e-07,"MEOX1"
"MT1M",317.466951132009,-1.85726148648805,0.324653135075903,-5.72075635756244,1.0605088257449e-08,2.83028831739886e-07,"MT1M"
"MYO16-AS1",27.3338090868576,-1.8599652863637,0.32541056998384,-5.7157494498598,1.09221567954252e-08,2.90681067380469e-07,"MYO16-AS1"
"LOC284950",7.34166099568801,-1.79351115875947,0.313844904728486,-5.71464163265952,1.09935453573254e-08,2.92175195751831e-07,"LOC284950"
"CXCL10",409.101649398774,2.97392124143542,0.520640672869717,5.71204171399725,1.11628715551175e-08,2.96264466397731e-07,"CXCL10"
"CD2",228.26033197222,1.49188224908594,0.261344224401903,5.70849519441332,1.13979395619148e-08,3.0166756614007e-07,"CD2"
"SLCO1A2",21.9831891028045,-2.29901818628003,0.402817402205986,-5.70734574447306,1.14751536319858e-08,3.03292267442913e-07,"SLCO1A2"
"FAIM2",23.2955713875897,1.97033234069102,0.345601861002089,5.70116241555513,1.18993193436288e-08,3.12777444804684e-07,"FAIM2"
"TRIM36",80.4377855935173,1.13950994230929,0.199942325372864,5.69919320576205,1.20375741461929e-08,3.15978076423765e-07,"TRIM36"
"CD1A",41.948918412571,2.50131754801014,0.43912874352249,5.69609160162396,1.22585032951227e-08,3.20898142269318e-07,"CD1A"
"SIRPG",26.4202957525086,1.59301349567175,0.279958578750322,5.69017567806867,1.26908736797421e-08,3.31311337127001e-07,"SIRPG"
"DPEP1",27.7060996720386,2.73547252114676,0.481360669292391,5.68279191810156,1.32513458920737e-08,3.45003111391189e-07,"DPEP1"
"PICK1",35.4160806288676,-1.16446400669882,0.20496009955534,-5.68141803807238,1.33582526815988e-08,3.4731456972157e-07,"PICK1"
"CAMSAP3",22.0883640364584,-1.17567649646164,0.207079176922758,-5.67742500203278,1.36737444848455e-08,3.54555198672003e-07,"CAMSAP3"
"CCL3",250.339963788017,1.68790604386023,0.29736590294904,5.67619228405445,1.37725960859243e-08,3.56635792160111e-07,"CCL3"
"FAM107A",1380.2054338742,-1.80376479072873,0.317942477924522,-5.67324253903856,1.40119625445495e-08,3.61856100106007e-07,"FAM107A"
"RP1-177G6.2",38.9727207022154,1.94405868090321,0.342860639988174,5.6701133176741,1.42703101917234e-08,3.6803187603473e-07,"RP1-177G6.2"
"SERPIND1",248.262532306032,2.2047125030564,0.388918821752824,5.66882439147569,1.43780638371825e-08,3.69815381541062e-07,"SERPIND1"
"BMP3",204.487783101952,-1.12372804979819,0.198300773392415,-5.66678601688787,1.45500862328868e-08,3.73374471290297e-07,"BMP3"
"NPR1",231.041194682668,-1.1376816052472,0.200825687134127,-5.66502035413113,1.4700708504476e-08,3.76094761499025e-07,"NPR1"
"PLEKHA4",139.27389433104,1.20857806822622,0.213692194734232,5.65569589347576,1.55216082669938e-08,3.96566743482848e-07,"PLEKHA4"
"LRRC4C",47.8728711230425,1.19138882596396,0.210741838659662,5.6533094403148,1.57387585929114e-08,4.01579350409279e-07,"LRRC4C"
"CD3G",103.11197193131,1.46801480520174,0.259941579287269,5.64747974997642,1.62817006586999e-08,4.14880250029266e-07,"CD3G"
"FCGR1C",23.2587958559044,1.73901209245361,0.307959892920495,5.64687848135656,1.63387231331057e-08,4.15780362120281e-07,"FCGR1C"
"CPE",238.605381409718,1.51147151444805,0.26775828980868,5.64491024919541,1.65267441288239e-08,4.20007255963559e-07,"CPE"
"PROX1",121.317698980996,1.36116251683249,0.241445645890773,5.63755255064018,1.72483978001091e-08,4.36610037841071e-07,"PROX1"
"C1QTNF2",20.2085958533725,1.55171095509838,0.275537088965904,5.6315865167988,1.78559362887101e-08,4.50797695868593e-07,"C1QTNF2"
"P2RY6",50.1762351837209,1.173898006369,0.208467572460551,5.63108205517737,1.79082494701823e-08,4.51523521510045e-07,"P2RY6"
"S100A12",135.09802157264,-2.92575361755951,0.519652850289413,-5.6302079665878,1.79992459020108e-08,4.53221484854575e-07,"S100A12"
"SLC6A14",1460.03963483345,-2.21645218715106,0.39375298533786,-5.62904224141751,1.81213019285795e-08,4.55696046660683e-07,"SLC6A14"
"RAB3A",32.8907278059032,1.40060676106275,0.249134564195728,5.62188857890624,1.88881078654039e-08,4.74356386522764e-07,"RAB3A"
"FGL1",10.8278541421304,-2.02065419845316,0.359630989641378,-5.61868764554508,1.92413348100459e-08,4.8133480108368e-07,"FGL1"
"ODAM",35.2183999169106,-1.6403379817678,0.292073632730246,-5.61617961345656,1.95225726224502e-08,4.87411064258892e-07,"ODAM"
"SYCP3",64.2013893680571,-1.5418203081383,0.274537296586798,-5.6160686628268,1.9535105800586e-08,4.87411064258892e-07,"SYCP3"
"TOX",222.767391881803,-1.17045607964639,0.208791362202334,-5.60586447303376,2.07218065058931e-08,5.15676956189511e-07,"TOX"
"OGN",354.737773015128,1.81065811260563,0.323102688637984,5.60397104783723,2.09495716296895e-08,5.19994419129676e-07,"OGN"
"TMEM176A",206.980602720759,1.0484913884503,0.187146597831247,5.60251375446184,2.1126526606819e-08,5.23031657415848e-07,"TMEM176A"
"LOC284454",3262.34625101358,1.9682589271991,0.351640885182562,5.59735517153312,2.17646534432232e-08,5.36749407051536e-07,"LOC284454"
"FCRL3",33.2878030323122,1.70889525084402,0.30566425092328,5.59075929122292,2.26078806997518e-08,5.5682803337872e-07,"FCRL3"
"SCN4B",79.9067422901341,1.48994410061738,0.266750421391794,5.58553607092151,2.32980422631043e-08,5.72355238263596e-07,"SCN4B"
"TENM4",41.417018857523,1.18405282795815,0.211998846479818,5.58518523859454,2.33451247426063e-08,5.72777567628454e-07,"TENM4"
"C1QTNF3",79.0057656206469,1.61437979044173,0.289076791972259,5.58460532036297,2.34231536293157e-08,5.73957122563872e-07,"C1QTNF3"
"FRAS1",225.756871758639,1.08861668868092,0.194940398814595,5.58435652794725,2.34567065717992e-08,5.74045225196445e-07,"FRAS1"
"LY9",49.2729105322328,1.17894348260181,0.211289894131614,5.57974382753699,2.40873071007936e-08,5.88725738093631e-07,"LY9"
"C14orf37",36.3792159850418,1.10707082154425,0.19875917511738,5.56991052559184,2.54870186015691e-08,6.21351463668278e-07,"C14orf37"
"TTC39C",413.096290127359,1.11196647025377,0.199872327540601,5.56338380573414,2.64593064236122e-08,6.4097753437327e-07,"TTC39C"
"RAB17",142.002783512855,-1.098031030829,0.197677784927167,-5.55465062112854,2.78167566845236e-08,6.70471310174644e-07,"RAB17"
"KIAA1755",19.08847202141,1.60753587569674,0.289557698710864,5.5516944735147,2.82913743748063e-08,6.8105441679653e-07,"KIAA1755"
"LAMP3",4028.5058956909,-1.39313843394271,0.250961959498585,-5.55119364196134,2.83725588289632e-08,6.82151784542775e-07,"LAMP3"
"WSCD2",11.3044849861061,2.04532725376771,0.368677562526013,5.54773998112077,2.8938580931773e-08,6.94888581221346e-07,"WSCD2"
"COL5A2",751.257988988875,1.2483269154592,0.225333448383106,5.53990951816806,3.02627966532693e-08,7.239646809862e-07,"COL5A2"
"FCRL6",79.3897407877039,2.06566715500977,0.373210881956714,5.53485242493371,3.11490509613259e-08,7.42385714578267e-07,"FCRL6"
"MPST",94.678946028792,-1.39927890791136,0.253603723587785,-5.51758029462448,3.43699063133464e-08,8.11078996029979e-07,"MPST"
"KANK4",99.850126592676,1.69508691763223,0.307597282107486,5.51073437976576,3.57339630595476e-08,8.42231488495758e-07,"KANK4"
"SIT1",33.8212133043254,1.80208501672335,0.327883660104195,5.49611107839495,3.88258003802972e-08,9.12858879616264e-07,"SIT1"
"C2orf40",72.9894892148824,1.79302115948405,0.326274664820767,5.49543483699236,3.89748843462704e-08,9.14120849257325e-07,"C2orf40"
"KIAA0226L",91.4877589049127,1.14977438180996,0.209307819217539,5.49322230821664,3.94665472416304e-08,9.2452075579966e-07,"KIAA0226L"
"MYL1",21.6355276349488,-1.79114042223101,0.326263806530615,-5.48985326100809,4.02267799873046e-08,9.40031168435038e-07,"MYL1"
"RGS5",2548.24595160524,1.10694952180608,0.201660290668252,5.48917944201074,4.03805236049649e-08,9.42474535101508e-07,"RGS5"
"CLEC4GP1",24.0449360787191,2.33769636620214,0.425960113946998,5.48806399862363,4.0636284698993e-08,9.47290130659493e-07,"CLEC4GP1"
"SPP1",777.741464056159,2.91567042130468,0.531356195547358,5.48722391069743,4.08299455687455e-08,9.50648137288336e-07,"SPP1"
"TLCD1",23.2532025433168,-1.13909501854876,0.207602731886446,-5.48689802006951,4.0905312013269e-08,9.51247073784296e-07,"TLCD1"
"CXCL9",181.950308950356,2.74102877992236,0.501037529171003,5.47070552670488,4.48247548769868e-08,1.03485777464195e-06,"CXCL9"
"FBLN1",2273.57530182124,1.01322341442972,0.185429661172986,5.46419277272202,4.65017986281766e-08,1.07228335176067e-06,"FBLN1"
"LCK",158.101102289914,1.42743369105286,0.261294871254196,5.46292272864479,4.68358505321857e-08,1.0786881825694e-06,"LCK"
